的,dyiex,5/|.的..
潴,zhhhu,1\\..潴洙.
牖,ywuouv,3/|..牖.脩
硪,wowos,4-/..硪.
碓,dowuis,4-/..碓.
鹆,ywhus,4/\.欲愈.鹆.鋊鈺鐍錥
鬣,leiies,4-|..趔鬣捩.鬛茢
堀,kouu,1-|.枯.堀.
帙,zirhis,4|~.置帜峙.蛭帙踬.跱
雱,pohang,1-\...雱
須,xwwu,1//.须..須
進,jyiins,4/|...進
诎,qhvu,1\~..祛诎.袪
獐,zwvhang,1/~..獐.
桁,heiengz,2-|.横.桁蘅.
蛱,jiriaz,2|~..蛱.
鳏,gwvuan,1/~..鳏.
郴,ceihen,1-|.郴.抻.
幂,mhris,4\~.幂.谧.鼏
箝,qyeianz,2/-.钱钳.钤箝.
僳,swuus,4/|.僳..
疝,shohans,4\-..疝.訕
茴,houuiz,2-|..茴.
揶,yeiez,2-|.耶.揶.
呦,yuvou,1|~.幽.呦.
嗌,auvis,4|~.唉.暧嗌.賹
囹,liringz,2|~..蛉呤囹.跉
螈,yuvuanz,2|~.员园圆.螈.
脲,nyriaos,4/~..脲.
镊,nyeies,4/-.镍镊..
锑,tyei,1/-.锑..
胨,dwvongs,4/~..胴胨.
膈,gyrez,2/~..膈.
痼,ghous,4\-..痼.
鳊,byrian,1/~..鳊.
赅,guvai,1|~..赅.賅
贽,zeihis,4-|.志掷挚.栉桎鸷贽.芖騺覟贄驇
處,cuohus,4|-...處
苤,peiiev,3-|..苤.
峄,yiris,4|~.易邑屹.呓蜴峄.睪蛡鶍螠
桡,rouaoz,2-|..荛桡.
雎,juvu,1|~..雎.踘跔罝
鲋,fwvus,4/~.负腹.鲋鳆.負
鞫,jouu,1-|.拘鞠.掬趄鞫苴椐.
鼬,ywuous,4/|.佑.鼬侑.
獯,xwvun,1/~..獯.臐
昀,yuvunz,2|~.郧.昀.眃
痍,yheiz,2\-..痍.讉訑詒
蟊,mvhaoz,2~\.矛.蟊蝥.
鞴,beieis,4-|..蓓孛鞴.
疖,jheie,1\-..疖.
熘,lhyiu,1\/..熘.
乇,twouo,1/-..乇.
羸,lheeiz,2\-..羸.
嵴,jiriz,2|~..岌嵴戢.蹐踖蝍
栀,zeihi,1-|.支枝芝.栀.鳷
槲,houuz,2-|.胡壶葫.鹕槲觳醐.縠
炝,qhyiangs,4\/..炝.
炷,zhwhus,4\/..炷.羜
硐,dowongs,4-/..硐.
锸,cwoha,1/-..锸.臿
鹂,leiiz,2-|..藜鹂蓠.醨菞
裾,jhvu,1\~..裾.
侪,cwuhaiz,2/|..侪.
診,zhehenv,3\-.疹..診
調,dheiaos,4\-...調訋
珐,fooas,4--.珐..
縯,yrrinv,3~~...縯
哔,biris,4|~..跸哔畀睥髀.閉閟蜌罼赑
屙,ere,1~-..屙.
旆,pheeis,4\-..旆.
佰,bwuaiv,3/|.佰..
僦,jyiius,4/|.舅臼.僦.
牯,gwouv,3/-..鹄钴牯.
钪,kwoangs,4/-..钪.
掾,youuans,4-|.苑.掾垸.
針,zyhhen,1/\...針鉁鎭
仟,qyiian,1/|.仟..
圮,peiiv,3-|..圮擗.
芟,souhan,1-|.杉栅苫.芟埏.
崃,luvaiz,2|~..崃.
廪,lheinv,3\-.凛.廪.
擘,bvoos,4~-..擘檗.
笱,gwoouv,3/-..笱.
跗,fuvu,1|~..趺呋跗.
鲅,bwvas,4/~..鲅.鲌鮊鮁
硷,jeyianv,3-/.碱硷..蠒
苎,zouhus,4-|.著柱.杼苎翥.苧駐
匏,powaoz,2-/..匏.
嗾,suvouv,3|~..嗾瞍.
圄,yuvuv,3|~.屿.圄圉.蝺
彀,gouous,4-|.构垢.彀.
粳,jhying,1\/.精粳..
卣,yuoouv,3|-..卣.
勐,mriengv,3~|..勐.
掴,gouuoz,2-|..掴.聝
涑,shhus,4\\.宿溯.愫涑.
浞,zhhhuoz,2\\.浊.濯浞.
玳,dooais,4--..玳甙.
愍,mreinv,3~-..愍.
畛,zirhenv,3|~..畛.眕
赧,nouanv,3-|..赧.
貉,hwhaoz,2/\.貉..
擀,gouanv,3-|.赶.橄擀.趕
湫,jhhiaov,3\\..湫.
逦,leiiv,3-|.李.醴逦.
椴,douuans,4-|..椴.葮
铄,swohuos,4/-..铄.
箧,qyeies,4/-..锲箧.稧
刖,ywvues,4/~.月.刖.
鲮,lyringz,2/~..鲮.
訇,hwvong,1/~..訇.
茱,zouhu,1-|.株.茱槠.藷
啖,duvans,4|~.旦.啖.贉
悭,qhhian,1\\..骞悭褰搴.騫
愀,qhhiaov,3\\..愀.
朐,qwvuz,2/~..劬朐鸲.臒胊臞
畈,fuvans,4|~.贩.畈.販
鹨,lrhius,4~\..鹨.
蛘,yuvangz,2|~..蛘.
佶,jyiiz,2/|.集.佶.
缃,xrriang,1~~.乡.骧缃.鄉纕緗
晟,sirhengs,4|~..嵊晟.
鲱,fyrei,1/~..鲱.鯡
凼,duvangs,4|~..凼.逿
苴,jouu,1-|.拘鞠.掬趄鞫苴椐.
颛,zuvhuan,1|~..颛.顓耑
厍,seyhes,4-/..厍.
匚,fovang,1-~..匚.
徉,ywwangz,2//..徉.
洙,zhhhu,1\\..潴洙.
氡,dwoong,1/-..氡.笗
胗,zyrhen,1/~..胗.鱵眞
癯,qhouz,2\-..癯.
鞒,qeiiaoz,2-|.桥.樵荞鞒.菬藮
锆,gwoaos,4/-.告.锆郜.
佤,wwuav,3/|..佤.
錢,qyhianz,2/\...錢鍼
飲,yyhinv,3/\...飲飮釿
細,xrris,4~~.细..細绤
勰,xryiez,2~/..勰.脅
钺,ywoues,4/-..钺.籆
繇,ywhaoz,2/\.遥.肴爻繇.飖餆餚颻
螭,cirhi,1|~.吃.嗤哧螭眵.
嵬,wireiz,2|~.围唯.帷嵬帏.
轸,zerhenv,3-~..轸.
肟,wwvos,4/~..肟.雘
肫,zwvhun,1/~..肫.
邨,covun,1-~...邨
瘿,yheingv,3\-..瘿.
仞,ryiens,4/|.任.仞.
奁,leyianz,2-/..奁.
宄,ghhuiv,3\\..宄.
轳,lovuz,2-~..轳.
熳,mhwans,4\/..熳.
睇,diris,4|~..睇.
钼,mwous,4/-.牧穆.钼.
蝼,luvouz,2|~..髅蝼.髏
跆,tuvaiz,2|~..跆.
樗,couhu,1-|..樗.
鲰,zwvou,1/~.邹.鲰.
節,jyeie,1/-.秸..節稭
诶,ehri,1\~..诶.
薜,beiis,4-|.蔽蓖.薜萆荜.苾鶝髲駜驆
铧,hwouaz,2/-..铧.
裥,jhrianv,3\~..裥谫.
榇,ceihens,4-|.趁.榇.
馃,gwvuov,3/~..猓.馃
術,swwhus,4//...術
蹚,tuvang,1|~...蹚闛
怄,ohhus,4\\..怄.
寤,whhus,4\\.悟.鋈寤.
缗,mrrinz,2~~..缗.
硗,qeyiao,1-/..硗.碻
碡,dowuz,2-/..碡.
矬,cwouoz,2/-..矬.
鸱,cyrhi,1/~..鸱.鴟
虺,howui,1-/.灰.虺.豗
糅,rhwouz,2\/..糅.
雠,cwuhouz,2/|.仇.俦雠.雔
帑,tvwangv,3~/..帑.
镧,lwoanz,2/-.篮.镧.籣
埙,xouun,1-|..薰醺埙.
啁,zuvhou,1|~..啁.赒
悒,yhhis,4\\.忆溢.悒怿.
犍,jyeian,1/-.笺.犍.篯钘箋
硌,geyes,4-/..硌.
锩,jwouanv,3/-..锩.
虿,covhais,4-~..虿.袃
蛑,muvouz,2|~..眸蛑.
艉,wyyeiv,3//..艉.
钅,jyein,1/-.筋.钅.
咴,huvui,1|~..晖咴.
筮,syehis,4/-.适.舐筮铈.籂
艏,swwhouv,3//..艏.
糁,shwanv,3\/..糁.
鼍,tuvuoz,2|~..跎鼍.鼉
肄,yyris,4/~.逸臆肄..鮨
籴,dyhiz,2/\..籴.糴
骜,aooos,4--..鏊骜.驁
砻,lowongz,2-/.龙聋.砻.龓
蜮,yuvus,4|~.遇吁喻峪.昱蜮.閾
龀,ciehens,4|-..龀.
黢,quvu,1|~.曲蛆.岖蛐黢.
劢,movais,4-~.迈.劢.
腫,zwvhongv,3/~.肿..腫
耪,pooangv,3--.耪..
鬯,cwhhangs,4/\..鬯.
畚,brhenv,3~\..畚.
觳,houuz,2-|.胡壶葫.鹕槲觳醐.縠
稞,kyee,1/-.科.稞钶.簻
鹁,bouoz,2-|.博勃搏.鹁.茀駮豰
鲲,kwvun,1/~..鲲.臗
稱,cyeheng,1/-.称.铛.稱
捌,boua,1-|.扒芭捌..
菔,fouuz,2-|.扶拂.芙苻茯菔莩桴.葍輻
獬,xyries,4/~.蟹.邂獬.
柘,zeihes,4-|.蔗.柘.
娆,rvwaoz,2~/..娆.
篪,cyehiz,2/-..篪.竾筂
鲀,twvunz,2/~..豚饨.鲀
谰,lhvanz,2\~.谰.褴.襕襽
孬,nowao,1-/..孬.
伥,cwuhang,1/|..伥.
谇,shvuis,4\~..谇.禭
鄄,jouuans,4-|..鄄.
狎,xyriaz,2/~.狭.狎.
闫,yhuanz,2\|.阎.闫.
滟,yhhans,4\\.宴.滟.
齑,jhei,1\-..齑.韲齏
遒,qhyiuz,2\/.酋.遒.
磔,zeyhez,2-/..磔.詟
聃,douan,1-|.担耽.聃.酖聸
綦,qeiiz,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
鲡,lyriz,2/~.狸.鲡.鯏鱺
蔻,kouous,4-|.扣.蔻.蔲鷇
泠,lhhingz,2\\..泠.
砗,ceyhe,1-/..砗.
钕,nwoyuv,3/-..钕.
镫,dyeengs,4/-..镫.
菹,zouu,1-|..菹.
胂,syrhens,4/~..胂.
煅,dhwuans,4\/.断.煅.
煸,bhyian,1\/..煸.
螯,aoooz,2--.熬敖.鳌遨螯獒聱.鰲鼇
躅,zuvhuz,2|~..躅.蠋蠾鸀
鲠,gyrengv,3/~..鲠.鯁
佥,qyhian,1/\..佥.鉛鈆
罘,fuvuz,2|~.幅.蝠蚨罘蜉幞.
嶝,direngs,4|~.瞪.嶝.
適,shehis,4\-.市..適試諡
坨,touuoz,2-|..橐坨酡柁.駝駞
菽,souhu,1-|.枢梳蔬抒.菽摅.輸
哞,muvou,1|~..哞.
徜,cwwhangz,2//..徜.
慊,qhhians,4\\..慊.
洳,rhhus,4\\..洳溽.
渑,mhhianv,3\\..湎渑沔.
灞,bhhas,4\\..灞.
盍,heiez,2-|.核荷菏.盍翮.鞨麧覈
钋,pwoo,1/-..钋.
鸫,dovong,1-~.东.鸫.
踯,zirhiz,2|~..踯跖.蹠
縻,mheiz,2\-.靡糜.麋縻.詸
萘,nouais,4-|..萘柰.
褫,chrhiv,3\~..褫.
羰,thwang,1\/..羰.
腦,nwvaov,3/~.脑..腦脳
俅,qyiiuz,2/|..俅.
芤,kouou,1-|.抠.芤.
隳,hvuui,1~|..隳.
洮,thhaoz,2\\.淘.洮.
胼,pyrianz,2/~..胼.
罴,piriz,2|~.啤毗.罴蚍蜱.
镛,ywoong,1/-..镛.
怛,dhhaz,2\\..怛.
芊,qeiian,1-|.扦.芊.遷藖韆
啉,lirinz,2|~..嶙啉瞵.
噌,cireng,1|~..噌.
嫱,qryiangz,2~/..嫱.
绲,gvvunv,3~~..绲.緄
膻,swvhan,1/~.删.膻.鯅
焐,whwus,4\/..焐.
裡,lhriv,3\~.礼..裡禮
葎,louyus,4-|...葎
亓,qeeiz,2--..琪琦亓.
倮,lwuuov,3/|..倮.躶
莼,couhunz,2-|.醇.莼.醕
蘅,heiengz,2-|.横.桁蘅.
嘞,lireix,5|~..嘞.
缒,zvvhuis,4~~.缀.缒.縋綴
镆,mwoos,4/-..秣镆.
網,wvvangv,3~~...網
伧,cwuang,1/|..伧.
荏,reienv,3-|..荏.
唳,liris,4|~..蛎詈跞唳呖.蠣
檩,leiinv,3-|..檩.
鸶,srri,1~~.丝.鸶缌.絲鷥緦
蚬,xirianv,3|~.显.蚬跣.顯蜆顕
骱,jiries,4|~.界.蚧骱.蛶
蘖,neiies,4-|.聂孽.颞蘖.菍糵顳苶聶
澍,shhhus,4\\.漱.澍沭.
韫,yoouns,4--.运.韫.
颎,jyriongv,3/~...颎
嘏,gouuv,3-|.古鼓贾.嘏瞽.盬糓
垡,fwuaz,2/|.伐.垡.
腚,dyrings,4/~..腚.饤
焯,chwhao,1\/..焯.
繻,xvvu,1~~...繻
怙,hhhus,4\\.沪.怙.
羧,shwuo,1\/..羧.
鼙,peiiz,2-|..枇鼙芘埤.
倥,kwuong,1/|..倥.躻
亳,bhooz,2\-..亳.
艽,jeiiao,1-|.教蕉椒.艽茭.萩轇驕
荠,jeiis,4-|.技蓟.髻芰荠.繫蟿繋驥
昴,muvaov,3|~..峁昴.
舨,bwwanv,3//..舨.
魈,xyiiao,1/|..魈.翛
醣,touangz,2-|.塘搪.醣樘.
枵,xeiiao,1-|.萧.枵.虈
粜,triiaos,4~|..粜.
甙,dooais,4--..玳甙.
珲,hooui,1--..珲.
杓,beiiao,1-|.标.杓髟.藨
楸,qeiiu,1-|..楸.趥鞧鞦
楦,xouuans,4-|..楦.蔙駨
疃,tuvuanv,3|~..疃.
蛏,cirheng,1|~..瞠蛏.
蠛,miries,4|~..蠛.
髌,birins,4|~..髌.髕
茔,yeiingz,2-|.营莹荧萤.萦楹茔蓥.藀
臨,leiinz,2-|.林..臨驎
诼,zhvhuoz,2\~..诼.
嬖,breis,4~-.避壁臂辟.璧弼嬖襞.鸊躄鼊繴
耒,leeeiv,3--..耒.
蜣,qiriang,1|~.呛.跄蜣.蹌蹡
笄,jyei,1/-.积稽箕.嵇犄笄.積稘
跣,xirianv,3|~.显.蚬跣.顯蜆顕
钣,bwoanv,3/-..钣.
戆,ghoangs,4\-..戆.
蜉,fuvuz,2|~.幅.蝠蚨罘蜉幞.
喾,khhus,4\\..喾.
铍,pyeiz,2/-..铍.篺
陉,xriingz,2~|..陉.
薹,touaiz,2-|.抬.薹.臺菭
肷,qyrianv,3/~..肷.
岵,huvus,4|~..岵.
瓴,lyhingz,2/\..翎瓴.鸰鈴鴒
荽,souui,1-|..荽.鞖
怫,fhheis,4\\.沸.怫.
钭,twoouv,3/-..钭.
窀,zhhhun,1\\..窀.
缯,zrreng,1~~..缯.繒
倬,zwuhuo,1/|..倬.
摭,zeihiz,2-|.直职执植.摭絷埴.職
帔,pireis,4|~..帔.
楝,leiians,4-|..楝.
痱,fheeis,4\-.废.痱.
蚶,huvan,1|~..蚶.
螬,cuvaoz,2|~..嘈螬.
髑,duvuz,2|~..黩髑.
紅,hvvongz,2~~.红..紅纮紭紘
鼗,twhaoz,2/\.逃.鼗.鋾
狷,jwvuans,4/~..狷.
殛,jeyiz,2-/..殛.
裉,khrens,4\~..裉.
粝,lhyis,4\/.粒.粝.
萋,qeii,1-|.期欺栖.萋桤.
葭,jeiia,1-|.嘉挟枷.葭.
衽,rhrens,4\~.认.衽.袵讱
鳢,lyriv,3/~.鲤.鳢.鱧
傧,byiin,1/|..傧.
喁,yuvongz,2|~..喁.
嫘,lryeiz,2~/..嫘.
罟,guvuv,3|~.骨蛊.鹘罟.
钌,lyeiaov,3/-..钌.
裼,thris,4\~..裼.
愦,khhuis,4\\.溃愧.愦.
蝽,cuvhun,1|~..蝽.
雖,suvui,1|~.虽.睢眭.雖
锗,zyehev,3/-.锗..
衿,jhrin,1\~.襟.衿.
粢,zhei,1\-.资姿咨.粢.資秶諮
醵,jouus,4-|.据聚拒.苣醵.
跫,qeiiongz,2-|..邛蛩跫茕.蛬藑赹
鐾,breeis,4~-..鐾.
廛,chohanz,2\-..廛.鄽
墉,youong,1-|.拥.墉.
哌,puvais,4|~..哌.
輕,qeiing,1-|...輕
扦,qeiian,1-|.扦.芊.遷藖韆
堇,jeiinv,3-|..槿堇.緊菫蓳
婧,jryings,4~/..婧.
暌,kuvuiz,2|~..睽暌喹蝰.
罱,luvanv,3|~..罱.
镞,zwouz,2/-..镞.箤稡
蹰,cuvhuz,2|~.躇.蜍蹰.
陟,zrihis,4~|..陟骘.隲
鳔,byriaos,4/~..鳔.
脘,wwvanv,3/~..脘.盌
臟,zwvangs,4/~...臟臓
岿,kuvui,1|~.岿..闚
侔,mwuouz,2/|..侔.
郾,youanv,3-|.掩.郾.菴酀鶠
唿,huvu,1|~.呼.唿.
砹,aowis,4-/.碍.砹.礙
疴,khee,1\-..颏疴.頦
麸,foou,1--.夫.麸.
薨,houong,1-|..薨.軣轟
綝,crrhen,1~~...綝
滁,chhhuz,2\\.滁..
偾,fyiens,4/|.份.偾.
拊,fouuv,3-|.抚甫.拊.輔郙
撺,couuan,1-|..撺.
呒,fuvuv,3|~..呒.
狯,kwvuais,4/~..脍狯.鲙
猢,hwvuz,2/~.狐.斛猢.魱
椁,gouuov,3-|..椁.菓
榱,couui,1-|.摧.榱.
罾,zireng,1|~..罾.
铳,cwohongs,4/-..铳.
裎,chrhengz,2\~.诚.裎.
鳚,wyreis,4/~..猬.鳚鮇
眦,ziris,4|~..眦.
璎,yeeing,1--..瑛璎.
認,rheens,4\-...認訒
崞,guvuo,1|~..蝈崞呙.
缇,trriz,2~~..缇绨.綈緹
蝣,yuvouz,2|~.由邮.蝣蚰.蚘
萑,houuanz,2-|.桓.萑鬟.轘萈
狲,swvun,1/~..飧狲.
缱,qrrianv,3~~..缱.
晷,guvuiv,3|~..晷.
冼,xheianv,3\-..冼.
痧,shoha,1\-..痧.
統,tvvongv,3~~.统..統綂
蕖,qouuz,2-|..蕖蘧.菃葋
狍,pwvaoz,2/~..狍.褜
憷,chhhus,4\\..怵憷.
锛,byeen,1/-..锛.
窨,xhhun,1\\..窨.
袼,ghre,1\~..袼.
帏,wireiz,2|~.围唯.帷嵬帏.
儋,dwuan,1/|..儋.躭
绨,trriz,2~~..缇绨.綈緹
疠,lheis,4\-.立痢.疠疬.麜讈
蘩,fouanz,2-|.樊.蘩.蠜薠
嵝,luvouv,3|~..嵝.
庀,pheiv,3\-.痞.癖庀.
汜,shhis,4\\..泗汜.
炅,guvuis,4|~.贵跪.炅刿.貴瞆趹
煳,hhwuz,2\/.糊.煳.
泶,xhhuez,2\\.学穴.泶.鸴
瓠,howus,4-/..瓠.綔
窳,yhhuv,3\\.宇.窳.
虮,jiriv,3|~..虮.
蚰,yuvouz,2|~.由邮.蝣蚰.蚘
邰,tvhaiz,2~\.台.邰炱.
苊,eeis,4-|.恶扼.噩萼垩苊.蕚軛蘁
砀,dowangs,4-/..砀.碭礑
捩,leiies,4-|..趔鬣捩.鬛茢
蹉,cuvuo,1|~..蹉.
莪,eeiz,2-|..莪.
螽,zwvhong,1/~..螽.
覺,jyiiaos,4/|...覺
蘼,meiiz,2-|.醚.蘼.醿蒾醾
槔,gouao,1-|..槔.
曛,xuvun,1|~.勋.曛.矄
蛲,nuvaoz,2|~..呶蛲.蟯
鹾,cuouoz,2|-..鹾.虘
隹,zwuhui,1/|.追.隹.
犸,mwvav,3/~..犸.
衄,nwuyus,4/|..衄.衂
觀,gouuan,1-|.棺.莞.觀蒄
轉,zouhuanv,3-|...轉転
銎,qeiiong,1-|..銎.
泫,xhhuans,4\\..渲泫.
玢,beein,1--..玢.
辊,govunv,3-~.辊..
瞋,tirianz,2|~.田.畋.瞋鴫
墀,ceihiz,2-|.持.墀坻茌.馳
酐,gouan,1-|.甘杆柑.苷酐坩.
隱,yriinv,3~|.隐..隱
堞,deiiez,2-|..堞耋垤揲.耊镻
尥,leyiaos,4-/..尥.
嚯,huvuos,4|~..蠖嚯.
猗,yyri,1/~..猗.
逑,qeiiuz,2-|.求.裘逑.
逯,lvous,4~-.录.逯.盝
硖,xeyiaz,2-/..硖.
噻,suvai,1|~..噻.
嵛,yuvuz,2|~.愚.禺嵛蝓.顒颙
畀,biris,4|~..跸哔畀睥髀.閉閟蜌罼赑
運,yhvuns,4\~..郓.運
鲃,bwva,1/~...鲃
偬,zwuongv,3/|..偬.
鄞,yeiinz,2-|..垠鄞.鷣
呖,liris,4|~..蛎詈跞唳呖.蠣
溧,lhhis,4\\.沥.溧.
嬲,niriaov,3|~..嬲.
肭,nwvas,4/~..肭.
鹈,thyiz,2\/..鹈.
鹱,hwvus,4/~..鹱.鱯鳠
窭,jhhus,4\\.惧.窭.
黧,lyeiz,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
谵,zhvhan,1\~..谵.
沆,hhhangs,4\\..沆.
嫒,avwis,4~/..嫒.
塬,youuanz,2-|.援袁垣.芫塬橼.薗
缣,jrrian,1~~.缄.缣.
篯,jyeian,1/-.笺.犍.篯钘箋
酃,lehingz,2-\.零.酃.靈霝
喱,liriz,2|~..罹蜊喱.
泔,ghhan,1\\..泔.
溘,khhes,4\\.客.恪溘.
迕,wwouv,3/-.午舞.迕牾.
肀,yvous,4~-..聿熨鬻肀.
秫,swohuz,2/-..秫.
裣,lhrianv,3\~..裣.
铋,byeis,4/-..铋篦筚箅.篳
蒌,lououz,2-|.楼.蒌.蔞鞻
曩,nuvangv,3|~..曩.
赀,ziei,1|-..龇赀訾觜.貲齜
箪,dwoan,1/-..箪.簞
朊,rwvuanv,3/~..朊.
鳙,ywvong,1/~.臃.鳙.
仫,mwuus,4/|..仫.
钎,qyeian,1/-.千签迁铅钎..籤箞簽
芑,qeiiv,3-|.起.杞芑.
胙,zwvuos,4/~..胙.
盱,xuvu,1|~.嘘.盱.
糇,hhwouz,2\/..糇.
挹,yeiis,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
捭,bouaiv,3-|.摆柏.捭.
悱,fhheiv,3\\..悱.
鬟,houuanz,2-|.桓.萑鬟.轘萈
緩,hvvuanv,3~~.缓..緩
請,qheingv,3\-...請
崤,xiriaoz,2|~..崤.
澶,chhhanz,2\\..潺澶.
甾,zvvai,1~~..甾.
欹,yeyi,1-/.医.欹.醫鷖
瞽,gouuv,3-|.古鼓贾.嘏瞽.盬糓
钇,yyeiv,3/-..钇.锜笖
鹪,jyiiao,1/|.焦.鹪僬.鷦
鞔,mouanz,2-|.蔓.鞔.鬘
缡,lrriz,2~~..蠡骊缡.盠
铯,syees,4/-..穑铯.穯
鲚,jyris,4/~.祭.鲫鲚.鯚鯽鰿
組,zvvuv,3~~.组..組
嘬,cuvhuais,4|~..踹嘬.
庹,thouov,3\-..庹.
渖,shhhenv,3\\.审沈.渖.
湔,jhhian,1\\..湔.
玎,deeing,1--..玎.
锜,yyeiv,3/-..钇.锜笖
锊,lwoues,4/-..锊.
舾,xyyi,1//..舾.
籼,xhyian,1\/..籼.
阊,chuhang,1\|..阊.
祕,bhris,4\~.必.裨.祕禆邲诐袐鴓
猊,nyriz,2/~..猊鲵.
燹,xeyianv,3-/..燹.
葑,feieng,1-|.封枫.葑.
蓼,leiiaov,3-|..蓼.
幛,zuvhangs,4|~.帐账.嶂幛.瞕
岣,guvouv,3|~..岣.
浼,mhheiv,3\\..浼.
甯,nhhingz,2\\..甯.
瑷,aoois,4--..瑷.
敫,jyiiaov,3/|.侥.佼皎敫.
钔,myeenz,2/-..钔.
钫,fwoang,1/-..钫.
锼,swoou,1/-..锼.
锿,awoi,1/-..锿.
癔,yheis,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
穸,xhhi,1\\.惜溪汐.淅浠穸.窸鸂
褊,bhrianv,3\~.扁.褊.
蚍,piriz,2|~.啤毗.罴蚍蜱.
篦,byeis,4/-..铋篦筚箅.篳
麇,jhoun,1\-..麇.麕麏
樘,touangz,2-|.塘搪.醣樘.
钯,bwoav,3/-..钯.
禇,chvhuv,3\~..褚.禇
铒,eyerv,3/-..铒.
續,xvvus,4~~.续绪..續緒
莩,fouuz,2-|.扶拂.芙苻茯菔莩桴.葍輻
嵯,cuvuoz,2|~..嵯.
逭,hhhuans,4\\.宦涣.浣逭漶.
遄,cuvhuanz,2|~..遄.
戗,qyhiang,1/\..戗.鎗錆鏘鸧
睃,suvuo,1|~.唆.嗦嗍睃.
鮈,jwvu,1/~.狙..鮈臄
瀣,xhhies,4\\.泄懈泻.瀣渫.
皴,cvhun,1~\..皴.
泮,phhans,4\\..泮.
轫,rerens,4-~..轫.
褰,qhhian,1\\..骞悭褰搴.騫
炱,tvhaiz,2~\.台.邰炱.
醍,teiiz,2-|.提.醍荑.趧騠蕛
锱,zyei,1/-..锱.镃
篁,hwouangz,2/-.簧.篁.锽
葚,reiens,4-|..葚.靭靱軔
難,nouanz,2-|.南.楠.難
矇,mirengv,3|~..蠓蜢.矇
驽,nvwuz,2~/.奴.驽孥.砮
辚,lerinz,2-~..辚.
睥,biris,4|~..跸哔畀睥髀.閉閟蜌罼赑
鸺,xyiiu,1/|.修休.鸺.鵂
筇,qyeiongz,2/-..筇.
戥,direngv,3|~..戥.
髀,biris,4|~..跸哔畀睥髀.閉閟蜌罼赑
驺,zvvou,1~~..驺.緅
頸,jeringv,3-~...頸
哙,kuvuais,4|~..哙.
濞,bhhis,4\\.泌.愎濞滗.
逄,pwvangz,2/~..逄.鳑鰟蠭
桤,qeii,1-|.期欺栖.萋桤.
攵,fwoanv,3/-..攵.
炻,shyhiz,2\/..炻.
磙,gowunv,3-/..磙.
疳,ghoan,1\-..疳.
醭,bouuz,2-|..醭.
鳇,hwvuangz,2/~.凰.鳇.鰉
鹮,huvuanz,2|~..圜.鹮瞏
迓,yovas,4-~.轧.迓.
眇,miriaov,3|~..淼眇.
楮,couhuv,3-|.楚.杵楮.
砜,feyeng,1-/..砜.碸
謝,xheies,4\-..亵燮廨.謝
離,lheiz,2\-.离..離謧
約,yvvue,1~~.约..約
菘,souong,1-|.松.菘.
馇,zwvhax,5/~..馇.
栌,louuz,2-|.芦.栌垆.蘆
醐,houuz,2-|.胡壶葫.鹕槲觳醐.縠
唢,suvuov,3|~..唢.
獍,jyrings,4/~..胫獍.脛
殳,swvhu,1/~..殳.
仡,yyiis,4/|.亿.佚仡佾劓.鶃
軟,rouuanv,3-|...軟
刿,guvuis,4|~.贵跪.炅刿.貴瞆趹
葜,qeiia,1-|.掐.葜.
薅,houao,1-|..蒿薅.
湓,phhenz,2\\..湓.
搴,qhhian,1\\..骞悭褰搴.騫
尕,gvwav,3~/..尕.
磴,deyengs,4-/..磴.
锝,dyeez,2/-..锝.
镅,myeeiz,2/-..镅.
艚,cwwaoz,2//..艚.
殄,teyianv,3-/..殄.
暝,miringz,2|~.明鸣螟.瞑暝.鳴眳眀
祢,mhriz,2\~.谜.祢.罙禰
豉,ceihiv,3-|.耻.豉.
垴,nouaov,3-|..垴.
維,wrreiz,2~~.维..維
瓿,bhous,4\-.部.瓿.
煺,thwuis,4\/..煺.
蟥,huvuangz,2|~.蝗.蟥.
蹀,diriez,2|~.蝶.喋蹀.蜨眣
門,mirenz,2|~...門
黼,fuuuv,3||..黼.
氙,xyeian,1/-.先锨.氙.
铑,lwoaov,3/-..铑.
積,jyei,1/-.积稽箕.嵇犄笄.積稘
線,xrrians,4~~.线..線
蒡,bouangs,4-|.棒.蒡.
杪,meiiaov,3-|.藐.杪.
肜,rwvongz,2/~..肜狨.
膂,lhoyuv,3\-.旅.膂.
砬,lowaz,2-/..砬.
硭,mowangz,2-/..硭.
酽,youans,4-|.燕堰.酽.驗醼
踟,cirhiz,2|~..踟.
鲷,dyriao,1/~.雕.鲷.鵰鯛颩
蒴,souhuos,4-|..蒴搠.
藁,gouaov,3-|.搞.槁藁.菒藳
猡,lwvuoz,2/~..猡脶.
旒,lheiuz,2\-.刘瘤.旒.
硇,nowaoz,2-/..硇.
锍,lyeiuv,3/-..锍.
鞲,gouou,1-|..枸鞲.
哿,gryev,3~/..哿.
皤,pwuoz,2/|..皤.
哏,girenz,2|~..哏.
殍,peyiaov,3-/..殍.
漯,lhhuos,4\\.洛.漯泺.
確,qowues,4-/.确..確
織,zrrhi,1~~.织..織
連,leiianz,2-|.联莲..連蓮聯鬑聫
