的,dehhr,5/|.的..
蘅,hhengf,2-|.横.桁蘅.
嘞,leihhm,5|~..嘞.
缒,zhuihx,4~~.缀.缒.縋綴
镆,moht,4/-..秣镆.
網,waangx,3~~...網
伧,cangr,1/|..伧.
荏,reenf,3-|..荏.
唳,lihm,4|~..蛎詈跞唳呖.蠣
檩,liinf,3-|..檩.
鸶,six,1~~.丝.鸶缌.絲鷥緦
蚬,xiaanm,3|~.显.蚬跣.顯蜆顕
骱,jiehm,4|~.界.蚧骱.蛶
蘖,niehf,4-|.聂孽.颞蘖.菍糵顳苶聶
澍,shuho,4\\.漱.澍沭.
韫,yuhng,4--.运.韫.
颎,jioongq,3/~...颎
嘏,guuf,3-|.古鼓贾.嘏瞽.盬糓
垡,ffar,2/|.伐.垡.
腚,dihngq,4/~..腚.饤
焯,chaoi,1\/..焯.
繻,xux,1~~...繻
怙,huho,4\\.沪.怙.
羧,suoi,1\/..羧.
鼙,ppif,2-|..枇鼙芘埤.
倥,kongr,1/|..倥.躻
亳,bboy,2\-..亳.
艽,jiaof,1-|.教蕉椒.艽茭.萩轇驕
荠,jihf,4-|.技蓟.髻芰荠.繫蟿繋驥
昴,maaom,3|~..峁昴.
舨,baane,3//..舨.
魈,xiaor,1/|..魈.翛
醣,ttangf,2-|.塘搪.醣樘.
枵,xiaof,1-|.萧.枵.虈
粜,tiaohb,4~|..粜.
甙,daihg,4--..玳甙.
珲,huig,1--..珲.
杓,biaof,1-|.标.杓髟.藨
楸,qiuf,1-|..楸.趥鞧鞦
楦,xuahnf,4-|..楦.蔙駨
疃,tuaanm,3|~..疃.
蛏,chengm,1|~..瞠蛏.
蠛,miehm,4|~..蠛.
髌,bihnm,4|~..髌.髕
茔,yyingf,2-|.营莹荧萤.萦楹茔蓥.藀
臨,llinf,2-|.林..臨驎
诼,zzhuop,2\~..诼.
嬖,bihn,4~-.避壁臂辟.璧弼嬖襞.鸊躄鼊繴
耒,leeig,3--..耒.
蜣,qiangm,1|~.呛.跄蜣.蹌蹡
笄,jit,1/-.积稽箕.嵇犄笄.積稘
跣,xiaanm,3|~.显.蚬跣.顯蜆顕
钣,baant,3/-..钣.
戆,gahngy,4\-..戆.
蜉,ffum,2|~.幅.蝠蚨罘蜉幞.
喾,kuho,4\\..喾.
铍,ppit,2/-..铍.篺
陉,xxingb,2~|..陉.
薹,ttaif,2-|.抬.薹.臺菭
肷,qiaanq,3/~..肷.
岵,huhm,4|~..岵.
瓴,llingw,2/\..翎瓴.鸰鈴鴒
荽,suif,1-|..荽.鞖
怫,feiho,4\\.沸.怫.
钭,toout,3/-..钭.
窀,zhuno,1\\..窀.
缯,zengx,1~~..缯.繒
倬,zhuor,1/|..倬.
摭,zzhif,2-|.直职执植.摭絷埴.職
帔,peihm,4|~..帔.
楝,liahnf,4-|..楝.
痱,feihy,4\-.废.痱.
蚶,hanm,1|~..蚶.
螬,ccaom,2|~..嘈螬.
髑,ddum,2|~..黩髑.
紅,hhongx,2~~.红..紅纮紭紘
鼗,ttaow,2/\.逃.鼗.鋾
狷,juahnq,4/~..狷.
殛,jjid,2-/..殛.
裉,kehnp,4\~..裉.
粝,lihi,4\/.粒.粝.
萋,qif,1-|.期欺栖.萋桤.
葭,jiaf,1-|.嘉挟枷.葭.
衽,rehnp,4\~.认.衽.袵讱
鳢,liiq,3/~.鲤.鳢.鱧
傧,binr,1/|..傧.
喁,yyongm,2|~..喁.
嫘,lleiv,2~/..嫘.
罟,guum,3|~.骨蛊.鹘罟.
钌,liaaot,3/-..钌.
裼,tihp,4\~..裼.
愦,kuiho,4\\.溃愧.愦.
蝽,chunm,1|~..蝽.
雖,suim,1|~.虽.睢眭.雖
锗,zheet,3/-.锗..
衿,jinp,1\~.襟.衿.
粢,ziy,1\-.资姿咨.粢.資秶諮
醵,juhf,4-|.据聚拒.苣醵.
跫,qqiongf,2-|..邛蛩跫茕.蛬藑赹
鐾,beihn,4~-..鐾.
廛,cchany,2\-..廛.鄽
墉,yongf,1-|.拥.墉.
哌,paihm,4|~..哌.
輕,qingf,1-|...輕
扦,qianf,1-|.扦.芊.遷藖韆
堇,jiinf,3-|..槿堇.緊菫蓳
婧,jihngv,4~/..婧.
暌,kkuim,2|~..睽暌喹蝰.
罱,laanm,3|~..罱.
镞,zzut,2/-..镞.箤稡
蹰,cchum,2|~.躇.蜍蹰.
陟,zhihb,4~|..陟骘.隲
鳔,biaohq,4/~..鳔.
脘,waanq,3/~..脘.盌
臟,zahngq,4/~...臟臓
岿,kuim,1|~.岿..闚
侔,mmour,2/|..侔.
郾,yaanf,3-|.掩.郾.菴酀鶠
唿,hum,1|~.呼.唿.
砹,aihd,4-/.碍.砹.礙
疴,key,1\-..颏疴.頦
麸,fug,1--.夫.麸.
薨,hongf,1-|..薨.軣轟
綝,chenx,1~~...綝
滁,cchuo,2\\.滁..
偾,fehnr,4/|.份.偾.
拊,fuuf,3-|.抚甫.拊.輔郙
撺,cuanf,1-|..撺.
呒,fuum,3|~..呒.
狯,kuaihq,4/~..脍狯.鲙
猢,hhuq,2/~.狐.斛猢.魱
椁,guoof,3-|..椁.菓
榱,cuif,1-|.摧.榱.
罾,zengm,1|~..罾.
铳,chohngt,4/-..铳.
裎,cchengp,2\~.诚.裎.
鳚,weihq,4/~..猬.鳚鮇
眦,zihm,4|~..眦.
璎,yingg,1--..瑛璎.
認,rehny,4\-...認訒
崞,guom,1|~..蝈崞呙.
缇,ttix,2~~..缇绨.綈緹
蝣,yyoum,2|~.由邮.蝣蚰.蚘
萑,hhuanf,2-|.桓.萑鬟.轘萈
狲,sunq,1/~..飧狲.
缱,qiaanx,3~~..缱.
晷,guiim,3|~..晷.
冼,xiaany,3\-..冼.
痧,shay,1\-..痧.
統,toongx,3~~.统..統綂
蕖,qquf,2-|..蕖蘧.菃葋
狍,ppaoq,2/~..狍.褜
憷,chuho,4\\..怵憷.
锛,bent,1/-..锛.
窨,xuno,1\\..窨.
袼,gep,1\~..袼.
帏,wweim,2|~.围唯.帷嵬帏.
儋,danr,1/|..儋.躭
绨,ttix,2~~..缇绨.綈緹
疠,lihy,4\-.立痢.疠疬.麜讈
蘩,ffanf,2-|.樊.蘩.蠜薠
嵝,looum,3|~..嵝.
庀,piiy,3\-.痞.癖庀.
汜,siho,4\\..泗汜.
炅,guihm,4|~.贵跪.炅刿.貴瞆趹
煳,hhui,2\/.糊.煳.
泶,xxueo,2\\.学穴.泶.鸴
瓠,huhd,4-/..瓠.綔
窳,yuuo,3\\.宇.窳.
虮,jiim,3|~..虮.
蚰,yyoum,2|~.由邮.蝣蚰.蚘
邰,ttaic,2~\.台.邰炱.
苊,ehf,4-|.恶扼.噩萼垩苊.蕚軛蘁
砀,dahngd,4-/..砀.碭礑
捩,liehf,4-|..趔鬣捩.鬛茢
蹉,cuom,1|~..蹉.
莪,vvef,2-|..莪.
螽,zhongq,1/~..螽.
覺,jiaohr,4/|...覺
蘼,mmif,2-|.醚.蘼.醿蒾醾
槔,gaof,1-|..槔.
曛,xunm,1|~.勋.曛.矄
蛲,nnaom,2|~..呶蛲.蟯
鹾,ccuoh,2|-..鹾.虘
隹,zhuir,1/|.追.隹.
犸,maaq,3/~..犸.
衄,nyuhr,4/|..衄.衂
觀,guanf,1-|.棺.莞.觀蒄
轉,zhuaanf,3-|...轉転
銎,qiongf,1-|..銎.
泫,xuahno,4\\..渲泫.
玢,bing,1--..玢.
辊,guuna,3-~.辊..
瞋,ttianm,2|~.田.畋.瞋鴫
墀,cchif,2-|.持.墀坻茌.馳
酐,ganf,1-|.甘杆柑.苷酐坩.
隱,yiinb,3~|.隐..隱
堞,ddief,2-|..堞耋垤揲.耊镻
尥,liaohd,4-/..尥.
嚯,huohm,4|~..蠖嚯.
猗,yiq,1/~..猗.
逑,qqiuf,2-|.求.裘逑.
逯,luhn,4~-.录.逯.盝
硖,xxiad,2-/..硖.
噻,saim,1|~..噻.
嵛,yyum,2|~.愚.禺嵛蝓.顒颙
畀,bihm,4|~..跸哔畀睥髀.閉閟蜌罼赑
運,yuhnp,4\~..郓.運
鲃,baq,1/~...鲃
偬,zoongr,3/|..偬.
鄞,yyinf,2-|..垠鄞.鷣
呖,lihm,4|~..蛎詈跞唳呖.蠣
溧,liho,4\\.沥.溧.
嬲,niaaom,3|~..嬲.
肭,nahq,4/~..肭.
鹈,ttii,2\/..鹈.
鹱,huhq,4/~..鹱.鱯鳠
窭,juho,4\\.惧.窭.
黧,llit,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
谵,zhanp,1\~..谵.
沆,hahngo,4\\..沆.
嫒,aihv,4~/..嫒.
塬,yyuanf,2-|.援袁垣.芫塬橼.薗
缣,jianx,1~~.缄.缣.
篯,jiant,1/-.笺.犍.篯钘箋
酃,llings,2-\.零.酃.靈霝
喱,llim,2|~..罹蜊喱.
泔,gano,1\\..泔.
溘,keho,4\\.客.恪溘.
迕,wuut,3/-.午舞.迕牾.
肀,yuhn,4~-..聿熨鬻肀.
秫,sshut,2/-..秫.
裣,liaanp,3\~..裣.
铋,biht,4/-..铋篦筚箅.篳
蒌,llouf,2-|.楼.蒌.蔞鞻
曩,naangm,3|~..曩.
赀,zih,1|-..龇赀訾觜.貲齜
箪,dant,1/-..箪.簞
朊,ruaanq,3/~..朊.
鳙,yongq,1/~.臃.鳙.
仫,muhr,4/|..仫.
钎,qiant,1/-.千签迁铅钎..籤箞簽
芑,qiif,3-|.起.杞芑.
胙,zuohq,4/~..胙.
盱,xum,1|~.嘘.盱.
糇,hhoui,2\/..糇.
挹,yihf,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
捭,baaif,3-|.摆柏.捭.
悱,feeio,3\\..悱.
鬟,hhuanf,2-|.桓.萑鬟.轘萈
緩,huaanx,3~~.缓..緩
請,qiingy,3\-...請
崤,xxiaom,2|~..崤.
澶,cchano,2\\..潺澶.
甾,zaix,1~~..甾.
欹,yid,1-/.医.欹.醫鷖
瞽,guuf,3-|.古鼓贾.嘏瞽.盬糓
钇,yiit,3/-..钇.锜笖
鹪,jiaor,1/|.焦.鹪僬.鷦
鞔,mmanf,2-|.蔓.鞔.鬘
缡,llix,2~~..蠡骊缡.盠
铯,seht,4/-..穑铯.穯
鲚,jihq,4/~.祭.鲫鲚.鯚鯽鰿
組,zuux,3~~.组..組
嘬,chuaihm,4|~..踹嘬.
庹,tuooy,3\-..庹.
渖,sheeno,3\\.审沈.渖.
湔,jiano,1\\..湔.
玎,dingg,1--..玎.
锜,yiit,3/-..钇.锜笖
锊,lueht,4/-..锊.
舾,xie,1//..舾.
籼,xiani,1\/..籼.
阊,changu,1\|..阊.
祕,bihp,4\~.必.裨.祕禆邲诐袐鴓
猊,nniq,2/~..猊鲵.
燹,xiaand,3-/..燹.
葑,fengf,1-|.封枫.葑.
蓼,liaaof,3-|..蓼.
幛,zhahngm,4|~.帐账.嶂幛.瞕
岣,gooum,3|~..岣.
浼,meeio,3\\..浼.
甯,nningo,2\\..甯.
瑷,aihg,4--..瑷.
敫,jiaaor,3/|.侥.佼皎敫.
钔,mment,2/-..钔.
钫,fangt,1/-..钫.
锼,sout,1/-..锼.
锿,ait,1/-..锿.
癔,yihy,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
穸,xio,1\\.惜溪汐.淅浠穸.窸鸂
褊,biaanp,3\~.扁.褊.
蚍,ppim,2|~.啤毗.罴蚍蜱.
篦,biht,4/-..铋篦筚箅.篳
麇,juny,1\-..麇.麕麏
樘,ttangf,2-|.塘搪.醣樘.
钯,baat,3/-..钯.
禇,chuup,3\~..褚.禇
铒,eert,3/-..铒.
續,xuhx,4~~.续绪..續緒
莩,ffuf,2-|.扶拂.芙苻茯菔莩桴.葍輻
嵯,ccuom,2|~..嵯.
逭,huahno,4\\.宦涣.浣逭漶.
遄,cchuanm,2|~..遄.
戗,qiangw,1/\..戗.鎗錆鏘鸧
睃,suom,1|~.唆.嗦嗍睃.
鮈,juq,1/~.狙..鮈臄
瀣,xieho,4\\.泄懈泻.瀣渫.
皴,cunc,1~\..皴.
泮,pahno,4\\..泮.
轫,rehna,4-~..轫.
褰,qiano,1\\..骞悭褰搴.騫
炱,ttaic,2~\.台.邰炱.
醍,ttif,2-|.提.醍荑.趧騠蕛
锱,zit,1/-..锱.镃
篁,hhuangt,2/-.簧.篁.锽
葚,rehnf,4-|..葚.靭靱軔
難,nnanf,2-|.南.楠.難
矇,meengm,3|~..蠓蜢.矇
驽,nnuv,2~/.奴.驽孥.砮
辚,llina,2-~..辚.
睥,bihm,4|~..跸哔畀睥髀.閉閟蜌罼赑
鸺,xiur,1/|.修休.鸺.鵂
筇,qqiongt,2/-..筇.
戥,deengm,3|~..戥.
髀,bihm,4|~..跸哔畀睥髀.閉閟蜌罼赑
驺,zoux,1~~..驺.緅
頸,jiinga,3-~...頸
哙,kuaihm,4|~..哙.
濞,biho,4\\.泌.愎濞滗.
逄,ppangq,2/~..逄.鳑鰟蠭
桤,qif,1-|.期欺栖.萋桤.
攵,faant,3/-..攵.
炻,sshii,2\/..炻.
磙,guund,3-/..磙.
疳,gany,1\-..疳.
醭,bbuf,2-|..醭.
鳇,hhuangq,2/~.凰.鳇.鰉
鹮,hhuanm,2|~..圜.鹮瞏
迓,yaha,4-~.轧.迓.
眇,miaaom,3|~..淼眇.
楮,chuuf,3-|.楚.杵楮.
砜,fengd,1-/..砜.碸
謝,xiehy,4\-..亵燮廨.謝
離,lliy,2\-.离..離謧
約,yuex,1~~.约..約
菘,songf,1-|.松.菘.
馇,zhahhq,5/~..馇.
栌,lluf,2-|.芦.栌垆.蘆
醐,hhuf,2-|.胡壶葫.鹕槲觳醐.縠
唢,suoom,3|~..唢.
獍,jihngq,4/~..胫獍.脛
殳,shuq,1/~..殳.
仡,yihr,4/|.亿.佚仡佾劓.鶃
軟,ruaanf,3-|...軟
刿,guihm,4|~.贵跪.炅刿.貴瞆趹
葜,qiaf,1-|.掐.葜.
薅,haof,1-|..蒿薅.
湓,ppeno,2\\..湓.
搴,qiano,1\\..骞悭褰搴.騫
尕,gaav,3~/..尕.
磴,dehngd,4-/..磴.
锝,ddet,2/-..锝.
镅,mmeit,2/-..镅.
艚,ccaoe,2//..艚.
殄,tiaand,3-/..殄.
暝,mmingm,2|~.明鸣螟.瞑暝.鳴眳眀
祢,mmip,2\~.谜.祢.罙禰
豉,chiif,3-|.耻.豉.
垴,naaof,3-|..垴.
維,wweix,2~~.维..維
瓿,buhy,4\-.部.瓿.
煺,tuihi,4\/..煺.
蟥,hhuangm,2|~.蝗.蟥.
蹀,ddiem,2|~.蝶.喋蹀.蜨眣
門,mmenm,2|~...門
黼,fuuj,3||..黼.
氙,xiant,1/-.先锨.氙.
铑,laaot,3/-..铑.
積,jit,1/-.积稽箕.嵇犄笄.積稘
線,xiahnx,4~~.线..線
蒡,bahngf,4-|.棒.蒡.
杪,miaaof,3-|.藐.杪.
肜,rrongq,2/~..肜狨.
膂,lyuuy,3\-.旅.膂.
砬,llad,2-/..砬.
硭,mmangd,2-/..硭.
酽,yahnf,4-|.燕堰.酽.驗醼
踟,cchim,2|~..踟.
鲷,diaoq,1/~.雕.鲷.鵰鯛颩
蒴,shuohf,4-|..蒴搠.
藁,gaaof,3-|.搞.槁藁.菒藳
猡,lluoq,2/~..猡脶.
旒,lliuy,2\-.刘瘤.旒.
硇,nnaod,2-/..硇.
锍,liuut,3/-..锍.
鞲,gouf,1-|..枸鞲.
哿,geev,3~/..哿.
皤,ppor,2/|..皤.
哏,ggenm,2|~..哏.
殍,piaaod,3-/..殍.
漯,luoho,4\\.洛.漯泺.
確,quehd,4-/.确..確
織,zhix,1~~.织..織
連,llianf,2-|.联莲..連蓮聯鬑聫
谂,sheenp,3\~..谂.谉邥
跶,ddam,2|~...跶
橥,zhuq,1/~.猪.橥.
镬,huoht,4/-..镬.
鸲,qquq,2/~..劬朐鸲.臒胊臞
姝,shuv,1~/..姝.
茭,jiaof,1-|.教蕉椒.艽茭.萩轇驕
窆,biaano,3\\..窆.
髟,biaof,1-|.标.杓髟.藨
畋,ttianm,2|~.田.畋.瞋鴫
溏,ttango,2\\..溏.
鲔,weeiq,3/~..猥鲔.頠鮪
顯,xiaanm,3|~.显.蚬跣.顯蜆顕
喹,kkuim,2|~..睽暌喹蝰.
紹,shaohx,4~~.绍..紹
吣,qihnm,4|~..吣.
羼,chahnn,4~-..羼.
缧,lleix,2~~..缧.
窬,yyuo,2\\.渔愉渝.窬.
骘,zhihb,4~|..陟骘.隲
赉,laihs,4-\..赉.
镓,jiat,1/-..笳镓.筴
邳,pid,1-/.砒.丕邳.
璩,qqug,2--..璩.
鸸,vverd,2-/.而.鸸.
涠,wweio,2\\.惟潍.涠沩.
溲,souo,1\\..溲.
孥,nnuv,2~/.奴.驽孥.砮
敉,miii,3\/.米.敉.粎
筌,qquant,2/-..铨筌.
義,yihi,4\/.义益.熠.義鷁
衛,weihe,4//...衛讏躛
響,xiaangx,3~~..飨.響
蹓,lium,1|~...蹓
垓,gaif,1-|..垓.荄
苒,raanf,3-|..苒.
荸,bbif,2-|..荸.
甓,pihn,4~-.屁譬.甓.鷿
锪,huot,1/-..锪.
镄,feiht,4/-..镄.笰
脔,lluany,2\-.挛峦孪.鸾銮栾脔娈.鑾
艟,chonge,1//..艟.衝
選,xuaann,3~-...選
達,ddaf,2-|..鞑靼.達荅荙
眬,llongm,2|~.咙..眬躘
彘,zhihx,4~~..彘.紩緻
檠,qqingf,2-|.擎.檠.
胩,kaaq,3/~..胩.
旄,mmaoy,2\-..旄.
祆,xianp,1\~..祆.
伛,yuur,3/|.禹.俣伛.與
鲥,sshiq,2/~.蚀.鲥.
荦,luohf,4-|.落.摞荦.茖
暾,tunm,1|~..暾.
脈,maihq,4/~.脉..脈
納,nahx,4~~.纳..納
缌,six,1~~.丝.鸶缌.絲鷥緦
飏,yyangq,2/~...飏颺
锞,keht,4/-..氪锞.
趵,baohm,4|~.暴.趵.
跖,zzhim,2|~..踯跖.蹠
跬,kuiim,3|~..跬.蹞
僬,jiaor,1/|.焦.鹪僬.鷦
皲,junp,1\~.军.皲.軍袀
翥,zhuhf,4-|.著柱.杼苎翥.苧駐
祎,yip,1\~...祎袆
貢,gohngf,4-|.共贡..貢
習,xxic,2~\.习..習
閉,bihm,4|~..跸哔畀睥髀.閉閟蜌罼赑
芴,wuhf,4-|.坞.芴杌.靰
菰,guf,1-|.辜菇.鸪毂菰酤.蓇鴣苽轂
眙,yyim,2|~.遗.咦贻眙嶷.遺貤貽
锓,qiint,3/-..锓.笉
訾,zih,1|-..龇赀訾觜.貲齜
莳,sshif,2-|.十拾.莳埘.辻
菪,dahngf,4-|.荡档.菪.趤
槠,zhuf,1-|.株.茱槠.藷
榍,xiehf,4-|.械.榭榍薤.薢
俜,pingr,1/|.乒.俜.
觚,guq,1/~..觚.
撄,yingf,1-|.英樱.莺撄.
嵫,zim,1|~.吱.嵫.
桴,ffuf,2-|.扶拂.芙苻茯菔莩桴.葍輻
晡,bum,1|~.哺.晡.
爨,cuahnr,4/|..爨.
悫,quehf,4-|.却鹊榷.悫.鵲
锇,vvet,2/-.鹅.锇.鵝
锖,qiangt,1/-..锵锖镪.篬
锘,nuoht,4/-..锘.稬
蝾,rrongm,2|~..嵘蝾.
糌,zani,1\/..糌.
柙,xxiaf,2-|.匣.柙.
滹,huo,1\\..惚滹.
睚,yyam,2|~.崖蚜.睚岈.
辦,bahny,4\-.瓣..辦
莨,lahngf,4-|..莨蒗.
尻,kaon,1~-..尻.
罨,yaanm,3|~.眼.罨.蝘
锔,jut,1/-.锯.锔.
筲,shaot,1/-.稍.筲.
妣,biiv,3~/..妣.
砘,duhnd,4-/..砘.
谳,yahnp,4\~.谚.谳.
钽,taant,3/-.毯.钽.
鈤,rihw,4/\...鈤
脹,zhahngq,4/~.胀..脹
遺,yyim,2|~.遗.咦贻眙嶷.遺貤貽
鄹,zouf,1-|..鄹.菆
菡,hahnf,4-|.翰撼捍.菡.
崦,yanm,1|~..崦.閹
狺,yyinq,2/~..夤狺.
杌,wuhf,4-|.坞.芴杌.靰
秭,ziit,3/-..笫秭.
舯,zhonge,1//..舯.
豇,jiangf,1-|..豇.薑
鲵,nniq,2/~..猊鲵.
蘧,qquf,2-|..蕖蘧.菃葋
阚,kahnu,4\|..阚.
悝,kuio,1\\.窥.悝.
铌,nnit,2/-..铌.
預,yuhc,4~\.预豫.鹬.預遹矞翑
缑,goux,1~~..缑.緱
瑗,yuahng,4--..瑗.
椹,shehnf,4-|.甚.椹.腎
旰,gahnm,4|~..旰.
魆,xur,1/|...魆魖
蓍,shif,1-|..蓍.邿葹
蕹,wehngf,4-|..蕹.
岜,bam,1|~.叭.岜.
钐,shant,1/-..钐.
锬,ttant,2/-..锬镡.罈
镪,qiangt,1/-..锵锖镪.篬
绡,xiaox,1~~..骁绡.
檎,qqinf,2-|.勤擒芹.芩檎.菦
穀,yuhf,4-|.域芋.蓣.穀鬱驈蕷
茕,qqiongf,2-|..邛蛩跫茕.蛬藑赹
話,huahy,4\-...話
縮,suox,1~~.缩..縮
顧,guhp,4\~.雇..顧祻
荈,chuaanf,3-|...荈
侉,kuaar,3/|..侉.
渫,xieho,4\\.泄懈泻.瀣渫.
辂,luha,4-~..辘辂.
欷,xiw,1/\.希悉.兮奚翕欷.錫豀鏭鑴翖
轾,zhiha,4-~.至致.郅轾.
麴,quf,1-|.趋.麴.趨驅麯
戢,jjim,2|~..岌嵴戢.蹐踖蝍
趼,jiaanm,3|~..睑趼囝.瞼
誤,wuhy,4\-..痦.誤
芈,miih,3|-..芈.
苈,lihf,4-|.丽莉吏栗荔.栎莅郦枥苈坜.麗隸蒞苙藶赲
缍,duoox,3~~..缍.
歃,shaht,4/-..歃.
燠,yuhi,4\/..煜燠.
耜,sihg,4--..耜.
顸,hang,1--..顸.
蚵,vvem,2|~.峨蛾.蚵.睋
哓,xiaom,1|~.哮嚣.哓.鸮蟂鴞
澌,sio,1\\..澌.
郜,gaoht,4/-.告.锆郜.
徼,jiaaoe,3//..徼.
籀,zhouht,4/-..籀.籒
陬,zoub,1~|..陬.
蕤,rruif,2-|..蕤.
叻,lehm,4|~..叻.
猞,sheq,1/~..猞.
洇,yino,1\\..洇.
锎,kait,1/-..锎.
舳,zzhue,2//..舳.
缋,huihx,4~~.绘.缋.
镗,tangt,1/-..镗.
褙,beihp,4\~.被.褙.
耋,ddief,2-|..堞耋垤揲.耊镻
聬,weengf,3-|..蓊.聬
鳡,gaanq,3/~...鳡鱤
鲌,bahq,4/~..鲅.鲌鮊鮁
鰽,qqiuq,2/~..犰.鰽肍觓
筆,biit,3/-.笔.秕.筆
簡,jiaant,3/-.简.锏笕.簡
計,jihy,4\-.迹剂..計記訐
語,yuuy,3\-..庾瘐.語
謂,weihy,4\-...謂
袴,kuhp,4\~.裤..袴褲
巯,qqiuc,2~\..巯.
吖,am,1|~..吖.
猁,lihq,4/~..猁.脷
桷,jjuef,2-|.掘抉攫.蕨橛桷.蕝芵
砼,ttongd,2-/..砼.
锾,hhuant,2/-..锾.镮
颟,manf,1-|..颟.
跽,jihm,4|~..觊跽哜.罽蹟跡
悛,quano,1\\..悛.
桕,jiuhf,4-|.救.柩桕.舊
艨,mmenge,2//..艨.
颡,saangc,3~\..颡.
髹,xiuf,1-|..髹.髤
桫,suof,1-|.梭蓑.桫.髿
鬆,sohngf,4-|...鬆
練,liahnx,4~~.练..練
總,zoongx,3~~...總縂
膽,daanq,3/~.胆..膽
貝,beihm,4|~.贝..貝骳
葸,xiif,3-|.喜.葸蓰.
屣,xiin,3~-..屣.
獒,vvaog,2--.熬敖.鳌遨螯獒聱.鰲鼇
瘌,lahy,4\-.辣.瘌.
佴,ehrr,4/|..佴.
锫,ppeit,2/-..锫.
隰,xxib,2~|..隰.
醌,kunf,1-|.坤.髡醌.髠
萬,wahnf,4-|...萬輐
矯,jiaaot,3/-.矫铰..矯筊
鰕,xiaq,1/~...鰕
岽,dongm,1|~..咚岽.蝀
昃,zehm,4|~..昃.
螓,qqinm,2|~..噙嗪螓.蠄
垧,shaangf,3-|..垧.
廨,xiehy,4\-..亵燮廨.謝
骺,hhoum,2|~.喉.骺.睺
黥,qqingm,2|~.晴.黥.
豳,binh,1|-..豳.
議,yihy,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
絡,luohx,4~~.络骆..絡
護,huhy,4\-..冱.護
釋,shihw,4/\.释.弑.釋鉃鈰飾
隨,ssuib,2~|.随隋..隨
荑,ttif,2-|.提.醍荑.趧騠蕛
莶,xianf,1-|.掀.酰莶.
蓊,weengf,3-|..蓊.聬
揎,xuanf,1-|..萱揎.蕿軒
娈,lluany,2\-.挛峦孪.鸾銮栾脔娈.鑾
嫜,zhangv,1~/..嫜.
毽,jiahnt,4/-.键箭.毽.
砑,yahd,4-/..砑.
碶,qihd,4-/.砌.碛.碶磜磩
剀,kaaim,3|~.凯.剀.
薷,rruf,2-|.茹.薷.
怃,wuuo,3\\..忤怃.
怿,yiho,4\\.忆溢.悒怿.
骐,qqix,2~~.骑.骐.纃
腧,shuhq,4/~..腧.
霈,peihs,4-\..霈.
蝻,naanm,3|~..蝻.
鵰,diaoq,1/~.雕.鲷.鵰鯛颩
讀,dduy,2\-...讀讟
墼,jif,1-|.机基圾.芨赍墼.鄿虀鞿覊賷
坩,ganf,1-|.甘杆柑.苷酐坩.
甏,behngf,4-|..甏.
鹇,xxianu,2\|.闲.鹇.
鹣,jiani,1\/.兼煎.鹣.
舴,zzee,2//..舴.
鲭,qingq,1/~.卿.鲭.鯖
傺,chihr,4/|..傺.
枘,ruihf,4-|..芮枘.
秕,biit,3/-.笔.秕.筆
糨,jiahngi,4\/..糨.
忉,daoo,1\\..忉.
磲,qqud,2-/..磲.
顒,yyum,2|~.愚.禺嵛蝓.顒颙
蟲,cchongm,2|~.虫崇..蟲
訓,xuhny,4\-...訓訊訙
侑,youhr,4/|.佑.鼬侑.
萁,qqif,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
葳,weif,1-|.萎.薇葳.葨
呙,guom,1|~..蝈崞呙.
鹋,mmiaof,2-|.描苗.鹋.鶓
貘,mohw,4/\..貘貊.
葶,ttingf,2-|..葶莛.
枨,cchengf,2-|.城橙.枨酲埕.
棹,zhaohf,4-|.赵.棹.趙
纛,daohg,4--..焘纛.
籤,qiant,1/-.千签迁铅钎..籤箞簽
規,guig,1--.规瑰..規鬶
資,ziy,1\-.资姿咨.粢.資秶諮
嶷,yyim,2|~.遗.咦贻眙嶷.遺貤貽
妁,shuohv,4~/..妁.
杩,mahf,4-|..杩.
鹛,mmeib,2~|.眉.鹛.郿
羝,dii,1\/..羝.
骖,canx,1~~..骖.
祧,tiaop,1\~..祧.
給,geeix,3~~.给..給
淠,piho,4\\..淠.
畎,quaanm,3|~..畎.
箨,tuoht,4/-..箨.籜
鳐,yyaoq,2/~..鳐.遙
識,sshiy,2\-...識
遠,yuaanf,3-|...遠
谿,jiw,1/\...谿雞飢鐖
剡,shahni,4\/.善.鄯剡.
吲,yiinm,3|~..蚓吲.
嫫,mmov,2~/..嫫.
戽,huhp,4\~.户.扈祜戽.
糗,qiuui,3\/..糗.
鸮,xiaom,1|~.哮嚣.哓.鸮蟂鴞
蕰,wenf,1-|...蕰藴薀
坼,chehf,4-|.撤.坼.
璺,wehnr,4/|..璺.
栊,llongf,2-|..茏栊.
镝,dit,1/-..镝.
疔,dingy,1\-..疔.
瘰,luooy,3\-..瘰蠃.
谮,zehnp,4\~..谮.
辋,waanga,3-~..辋.
碥,biaand,3-/..碥.
豂,lliaow,2/\...豂鏐
竅,qiaoho,4\\.窍..竅
讓,rahngy,4\-...讓
