的,daiehh,5/|.的..
湓,puuehn,2\\..湓.
搴,quuian,1\\..骞悭褰搴.騫
尕,goaaa,3~/..尕.
磴,deaeehng,4-/..磴.
锝,daeeh,2/-..锝.
镅,maeeih,2/-..镅.
艚,caaaoh,2//..艚.
殄,teaiaan,3-/..殄.
暝,mioihng,2|~.明鸣螟.瞑暝.鳴眳眀
祢,muoih,2\~.谜.祢.罙禰
豉,cheiii,3-|.耻.豉.
垴,neiaao,3-|..垴.
維,wooeih,2~~.维..維
瓿,bueuuh,4\-.部.瓿.
煺,tuauiih,4\/..煺.
蟥,hiouahng,2|~.蝗.蟥.
蹀,dioieh,2|~.蝶.喋蹀.蜨眣
門,mioehn,2|~...門
黼,fiiuu,3||..黼.
氙,xaeian,1/-.先锨.氙.
铑,laeaao,3/-..铑.
積,jaei,1/-.积稽箕.嵇犄笄.積稘
線,xooiaahn,4~~.线..線
蒡,beiaahng,4-|.棒.蒡.
杪,meiiaao,3-|.藐.杪.
肜,raoohng,2/~..肜狨.
膂,lyueuu,3\-.旅.膂.
砬,leaah,2-/..砬.
硭,meaahng,2-/..硭.
酽,yeiaahn,4-|.燕堰.酽.驗醼
踟,chioih,2|~..踟.
鲷,daoiao,1/~.雕.鲷.鵰鯛颩
蒴,sheiuooh,4-|..蒴搠.
藁,geiaao,3-|.搞.槁藁.菒藳
猡,laouoh,2/~..猡脶.
旒,lueiuh,2\-.刘瘤.旒.
硇,neaaoh,2-/..硇.
锍,laeiuu,3/-..锍.
鞲,geiou,1-|..枸鞲.
哿,goaee,3~/..哿.
皤,paioh,2/|..皤.
哏,gioehn,2|~..哏.
殍,peaiaao,3-/..殍.
漯,luuuooh,4\\.洛.漯泺.
確,qeaueeh,4-/.确..確
織,zhooi,1~~.织..織
連,leiiahn,2-|.联莲..連蓮聯鬑聫
谂,shuoeen,3\~..谂.谉邥
跶,dioah,2|~...跶
橥,zhaou,1/~.猪.橥.
镬,haeuooh,4/-..镬.
鸲,qaouh,2/~..劬朐鸲.臒胊臞
姝,shoau,1~/..姝.
茭,jeiiao,1-|.教蕉椒.艽茭.萩轇驕
窆,buuiaan,3\\..窆.
髟,beiiao,1-|.标.杓髟.藨
畋,tioiahn,2|~.田.畋.瞋鴫
溏,tuuahng,2\\..溏.
鲔,waoeei,3/~..猥鲔.頠鮪
顯,xioiaan,3|~.显.蚬跣.顯蜆顕
喹,kiouih,2|~..睽暌喹蝰.
紹,shooaaoh,4~~.绍..紹
吣,qioiihn,4|~..吣.
羼,choeaahn,4~-..羼.
缧,looeih,2~~..缧.
窬,yuuuh,2\\.渔愉渝.窬.
骘,zhoiiih,4~|..陟骘.隲
赉,leuaaih,4-\..赉.
镓,jaeia,1/-..笳镓.筴
邳,peai,1-/.砒.丕邳.
璩,qeeuh,2--..璩.
鸸,eaehr,2-/.而.鸸.
涠,wuueih,2\\.惟潍.涠沩.
溲,suuou,1\\..溲.
孥,noauh,2~/.奴.驽孥.砮
敉,muaii,3\/.米.敉.粎
筌,qaeuahn,2/-..铨筌.
義,yuaiih,4\/.义益.熠.義鷁
衛,waaeeih,4//...衛讏躛
響,xooiaang,3~~..飨.響
蹓,lioiu,1|~...蹓
垓,geiai,1-|..垓.荄
苒,reiaan,3-|..苒.
荸,beiih,2-|..荸.
甓,poeiih,4~-.屁譬.甓.鷿
锪,haeuo,1/-..锪.
镄,faeeeih,4/-..镄.笰
脔,lueuahn,2\-.挛峦孪.鸾銮栾脔娈.鑾
艟,chaaong,1//..艟.衝
選,xoeuaan,3~-...選
達,deiah,2-|..鞑靼.達荅荙
眬,lioohng,2|~.咙..眬躘
彘,zhooiih,4~~..彘.紩緻
檠,qeiihng,2-|.擎.檠.
胩,kaoaa,3/~..胩.
旄,mueaoh,2\-..旄.
祆,xuoian,1\~..祆.
伛,yaiuu,3/|.禹.俣伛.與
鲥,shaoih,2/~.蚀.鲥.
荦,leiuooh,4-|.落.摞荦.茖
暾,tioun,1|~..暾.
脈,maoaaih,4/~.脉..脈
納,nooaah,4~~.纳..納
缌,sooi,1~~.丝.鸶缌.絲鷥緦
飏,yaoahng,2/~...飏颺
锞,kaeeeh,4/-..氪锞.
趵,bioaaoh,4|~.暴.趵.
跖,zhioih,2|~..踯跖.蹠
跬,kiouii,3|~..跬.蹞
僬,jaiiao,1/|.焦.鹪僬.鷦
皲,juoun,1\~.军.皲.軍袀
翥,zheiuuh,4-|.著柱.杼苎翥.苧駐
祎,yuoi,1\~...祎袆
貢,geioohng,4-|.共贡..貢
習,xouih,2~\.习..習
閉,bioiih,4|~..跸哔畀睥髀.閉閟蜌罼赑
芴,weiuuh,4-|.坞.芴杌.靰
菰,geiu,1-|.辜菇.鸪毂菰酤.蓇鴣苽轂
眙,yioih,2|~.遗.咦贻眙嶷.遺貤貽
锓,qaeiin,3/-..锓.笉
訾,ziei,1|-..龇赀訾觜.貲齜
莳,sheiih,2-|.十拾.莳埘.辻
菪,deiaahng,4-|.荡档.菪.趤
槠,zheiu,1-|.株.茱槠.藷
榍,xeiieeh,4-|.械.榭榍薤.薢
俜,paiing,1/|.乒.俜.
觚,gaou,1/~..觚.
撄,yeiing,1-|.英樱.莺撄.
嵫,zioi,1|~.吱.嵫.
桴,feiuh,2-|.扶拂.芙苻茯菔莩桴.葍輻
晡,biou,1|~.哺.晡.
爨,caiuaahn,4/|..爨.
悫,qeiueeh,4-|.却鹊榷.悫.鵲
锇,aeeh,2/-.鹅.锇.鵝
锖,qaeiang,1/-..锵锖镪.篬
锘,naeuooh,4/-..锘.稬
蝾,rioohng,2|~..嵘蝾.
糌,zuaan,1\/..糌.
柙,xeiiah,2-|.匣.柙.
滹,huuu,1\\..惚滹.
睚,yioah,2|~.崖蚜.睚岈.
辦,bueaahn,4\-.瓣..辦
莨,leiaahng,4-|..莨蒗.
尻,koeao,1~-..尻.
罨,yioaan,3|~.眼.罨.蝘
锔,jaeu,1/-.锯.锔.
筲,shaeao,1/-.稍.筲.
妣,boaii,3~/..妣.
砘,deauuhn,4-/..砘.
谳,yuoaahn,4\~.谚.谳.
钽,taeaan,3/-.毯.钽.
鈤,rauiih,4/\...鈤
脹,zhaoaahng,4/~.胀..脹
遺,yioih,2|~.遗.咦贻眙嶷.遺貤貽
鄹,zeiou,1-|..鄹.菆
菡,heiaahn,4-|.翰撼捍.菡.
崦,yioan,1|~..崦.閹
狺,yaoihn,2/~..夤狺.
杌,weiuuh,4-|.坞.芴杌.靰
秭,zaeii,3/-..笫秭.
舯,zhaaong,1//..舯.
豇,jeiiang,1-|..豇.薑
鲵,naoih,2/~..猊鲵.
蘧,qeiuh,2-|..蕖蘧.菃葋
阚,kuiaahn,4\|..阚.
悝,kuuui,1\\.窥.悝.
铌,naeih,2/-..铌.
預,youuuh,4~\.预豫.鹬.預遹矞翑
缑,gooou,1~~..缑.緱
瑗,yeeuaahn,4--..瑗.
椹,sheieehn,4-|.甚.椹.腎
旰,gioaahn,4|~..旰.
魆,xaiu,1/|...魆魖
蓍,sheii,1-|..蓍.邿葹
蕹,weieehng,4-|..蕹.
岜,bioa,1|~.叭.岜.
钐,shaean,1/-..钐.
锬,taeahn,2/-..锬镡.罈
镪,qaeiang,1/-..锵锖镪.篬
绡,xooiao,1~~..骁绡.
檎,qeiihn,2-|.勤擒芹.芩檎.菦
穀,yeiuuh,4-|.域芋.蓣.穀鬱驈蕷
茕,qeiiohng,2-|..邛蛩跫茕.蛬藑赹
話,hueuaah,4\-...話
縮,soouo,1~~.缩..縮
顧,guouuh,4\~.雇..顧祻
荈,cheiuaan,3-|...荈
侉,kaiuaa,3/|..侉.
渫,xuuieeh,4\\.泄懈泻.瀣渫.
辂,leouuh,4-~..辘辂.
欷,xaui,1/\.希悉.兮奚翕欷.錫豀鏭鑴翖
轾,zheoiih,4-~.至致.郅轾.
麴,qeiu,1-|.趋.麴.趨驅麯
戢,jioih,2|~..岌嵴戢.蹐踖蝍
趼,jioiaan,3|~..睑趼囝.瞼
誤,wueuuh,4\-..痦.誤
芈,mieii,3|-..芈.
苈,leiiih,4-|.丽莉吏栗荔.栎莅郦枥苈坜.麗隸蒞苙藶赲
缍,doouoo,3~~..缍.
歃,shaeaah,4/-..歃.
燠,yuauuh,4\/..煜燠.
耜,seeiih,4--..耜.
顸,heean,1--..顸.
蚵,ioeh,2|~.峨蛾.蚵.睋
哓,xioiao,1|~.哮嚣.哓.鸮蟂鴞
澌,suui,1\\..澌.
郜,gaeaaoh,4/-.告.锆郜.
徼,jaaiaao,3//..徼.
籀,zhaeoouh,4/-..籀.籒
陬,zoiou,1~|..陬.
蕤,reiuih,2-|..蕤.
叻,lioeeh,4|~..叻.
猞,shaoe,1/~..猞.
洇,yuuin,1\\..洇.
锎,kaeai,1/-..锎.
舳,zhaauh,2//..舳.
缋,hoouiih,4~~.绘.缋.
镗,taeang,1/-..镗.
褙,buoeeih,4\~.被.褙.
耋,deiieh,2-|..堞耋垤揲.耊镻
聬,weieeng,3-|..蓊.聬
鳡,gaoaan,3/~...鳡鱤
鲌,baoaah,4/~..鲅.鲌鮊鮁
鰽,qaoiuh,2/~..犰.鰽肍觓
筆,baeii,3/-.笔.秕.筆
簡,jaeiaan,3/-.简.锏笕.簡
計,jueiih,4\-.迹剂..計記訐
語,yueuu,3\-..庾瘐.語
謂,wueeeih,4\-...謂
袴,kuouuh,4\~.裤..袴褲
巯,qouiuh,2~\..巯.
吖,ioa,1|~..吖.
猁,laoiih,4/~..猁.脷
桷,jeiueh,2-|.掘抉攫.蕨橛桷.蕝芵
砼,teaohng,2-/..砼.
锾,haeuahn,2/-..锾.镮
颟,meian,1-|..颟.
跽,jioiih,4|~..觊跽哜.罽蹟跡
悛,quuuan,1\\..悛.
桕,jeiiuuh,4-|.救.柩桕.舊
艨,maaehng,2//..艨.
颡,souaang,3~\..颡.
髹,xeiiu,1-|..髹.髤
桫,seiuo,1-|.梭蓑.桫.髿
鬆,seioohng,4-|...鬆
練,looiaahn,4~~.练..練
總,zoooong,3~~...總縂
膽,daoaan,3/~.胆..膽
貝,bioeeih,4|~.贝..貝骳
葸,xeiii,3-|.喜.葸蓰.
屣,xoeii,3~-..屣.
獒,eeaoh,2--.熬敖.鳌遨螯獒聱.鰲鼇
瘌,lueaah,4\-.辣.瘌.
佴,aieehr,4/|..佴.
锫,paeeih,2/-..锫.
隰,xoiih,2~|..隰.
醌,keiun,1-|.坤.髡醌.髠
萬,weiaahn,4-|...萬輐
矯,jaeiaao,3/-.矫铰..矯筊
鰕,xaoia,1/~...鰕
岽,dioong,1|~..咚岽.蝀
昃,zioeeh,4|~..昃.
螓,qioihn,2|~..噙嗪螓.蠄
垧,sheiaang,3-|..垧.
廨,xueieeh,4\-..亵燮廨.謝
骺,hioouh,2|~.喉.骺.睺
黥,qioihng,2|~.晴.黥.
豳,biein,1|-..豳.
議,yueiih,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
絡,loouooh,4~~.络骆..絡
護,hueuuh,4\-..冱.護
釋,shauiih,4/\.释.弑.釋鉃鈰飾
隨,soiuih,2~|.随隋..隨
荑,teiih,2-|.提.醍荑.趧騠蕛
莶,xeiian,1-|.掀.酰莶.
蓊,weieeng,3-|..蓊.聬
揎,xeiuan,1-|..萱揎.蕿軒
娈,lueuahn,2\-.挛峦孪.鸾銮栾脔娈.鑾
嫜,zhoaang,1~/..嫜.
毽,jaeiaahn,4/-.键箭.毽.
砑,yeaaah,4-/..砑.
碶,qeaiih,4-/.砌.碛.碶磜磩
剀,kioaai,3|~.凯.剀.
薷,reiuh,2-|.茹.薷.
怃,wuuuu,3\\..忤怃.
怿,yuuiih,4\\.忆溢.悒怿.
骐,qooih,2~~.骑.骐.纃
腧,shaouuh,4/~..腧.
霈,peueeih,4-\..霈.
蝻,nioaan,3|~..蝻.
鵰,daoiao,1/~.雕.鲷.鵰鯛颩
讀,dueuh,2\-...讀讟
墼,jeii,1-|.机基圾.芨赍墼.鄿虀鞿覊賷
坩,geian,1-|.甘杆柑.苷酐坩.
甏,beieehng,4-|..甏.
鹇,xuiiahn,2\|.闲.鹇.
鹣,juaian,1\/.兼煎.鹣.
舴,zaaeh,2//..舴.
鲭,qaoing,1/~.卿.鲭.鯖
傺,chaiiih,4/|..傺.
枘,reiuiih,4-|..芮枘.
秕,baeii,3/-.笔.秕.筆
糨,juaiaahng,4\/..糨.
忉,duuao,1\\..忉.
磲,qeauh,2-/..磲.
顒,yiouh,2|~.愚.禺嵛蝓.顒颙
蟲,chioohng,2|~.虫崇..蟲
訓,xueuuhn,4\-...訓訊訙
侑,yaioouh,4/|.佑.鼬侑.
萁,qeiih,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
葳,weiei,1-|.萎.薇葳.葨
呙,giouo,1|~..蝈崞呙.
鹋,meiiaoh,2-|.描苗.鹋.鶓
貘,mauooh,4/\..貘貊.
葶,teiihng,2-|..葶莛.
枨,cheiehng,2-|.城橙.枨酲埕.
棹,zheiaaoh,4-|.赵.棹.趙
纛,deeaaoh,4--..焘纛.
籤,qaeian,1/-.千签迁铅钎..籤箞簽
規,geeui,1--.规瑰..規鬶
資,zuei,1\-.资姿咨.粢.資秶諮
嶷,yioih,2|~.遗.咦贻眙嶷.遺貤貽
妁,shoauooh,4~/..妁.
杩,meiaah,4-|..杩.
鹛,moieih,2~|.眉.鹛.郿
羝,duai,1\/..羝.
骖,cooan,1~~..骖.
祧,tuoiao,1\~..祧.
給,gooeei,3~~.给..給
淠,puuiih,4\\..淠.
畎,qiouaan,3|~..畎.
箨,taeuooh,4/-..箨.籜
鳐,yaoaoh,2/~..鳐.遙
識,shueih,2\-...識
遠,yeiuaan,3-|...遠
谿,jaui,1/\...谿雞飢鐖
剡,shuaaahn,4\/.善.鄯剡.
吲,yioiin,3|~..蚓吲.
嫫,moaoh,2~/..嫫.
戽,huouuh,4\~.户.扈祜戽.
糗,quaiuu,3\/..糗.
鸮,xioiao,1|~.哮嚣.哓.鸮蟂鴞
蕰,weien,1-|...蕰藴薀
坼,cheieeh,4-|.撤.坼.
璺,waieehn,4/|..璺.
栊,leiohng,2-|..茏栊.
镝,daei,1/-..镝.
疔,dueing,1\-..疔.
瘰,lueuoo,3\-..瘰蠃.
谮,zuoeehn,4\~..谮.
辋,weoaang,3-~..辋.
碥,beaiaan,3-/..碥.
豂,lauiaoh,2/\...豂鏐
竅,quuiaaoh,4\\.窍..竅
讓,rueaahng,4\-...讓
黒,hioei,1|~.黑嘿..黒
劂,jeaueh,2-/..厥劂.蹷蟨
潋,luuiaahn,4\\..潋.
孓,joiueh,2~|..孓.
螋,sioou,1|~..嗖螋.
鲳,chaoang,1/~.猖.鲳.
铙,naeaoh,2/-..铙.
塄,leiehng,2-|.棱楞.塄.薐輘
萆,beiiih,4-|.蔽蓖.薜萆荜.苾鶝髲駜驆
碲,deaiih,4-/..碲.
粋,cuauiih,4\/.粹..粋
纻,zhoouuh,4~~.驻..纻紵
沭,shuuuuh,4\\.漱.澍沭.
祏,shuoih,2\~.识..祏
電,deuiaahn,4-\...電
鱲,laoaah,4/~.腊..鱲臘臈
頻,pieihn,2|-.频.颦.頻
設,shueeeh,4\-..麝.設
試,shueiih,4\-.市..適試諡
項,xeiiaahng,4-|.项巷橡..項
鄩,xoeuhn,2~-.寻..鄩
鱖,gaouiih,4/~..鳜.鱖鱥
鱧,laoii,3/~.鲤.鳢.鱧
怍,zuuuooh,4\\..怍.
糍,cuaih,2\/.慈.鹚糍.
鸻,haaehng,2//.衡..鸻鴴
仵,waiuu,3/|.伍侮.仵.
柰,neiaaih,4-|..萘柰.
棼,feiehn,2-|.坟焚.棼.鼖
氇,laeuhh,5/-..氇.
氆,paeuu,3/-..氆镨.
烀,huau,1\/..烀.
镔,baein,1/-..镔.
珉,meeihn,2--..珉玟.
鞬,jeiian,1-|..鞯菅蒹搛.鞬葌監鋻蕳葏虃
範,faeaahn,4/-...範
膠,jaoiao,1/~.胶.鲛.膠膲
眾,zhiooohng,4|~...眾
鶇,deiong,1-|...鶇鶫菄
囝,jioiaan,3|~..睑趼囝.瞼
犴,aoaahn,4/~.胺.犴.
镠,laeiaoh,2/-...镠
觇,chiean,1|-..觇.
钆,gaeah,2/-..钆.
蚺,rioahn,2|~..蚺.
蝓,yiouh,2|~.愚.禺嵛蝓.顒颙
趑,zeii,1-|..髭趑.茲菑趦茊薋葘鄑
貔,pauih,2/\..貔.
躞,xioieeh,4|~..躞.蠏蝑
氽,cauuan,1/\..氽汆.
绂,foouh,2~~..绂绋.綍
栲,keiaao,3-|.考拷.栲.
鹎,baiei,1/|.卑.鹎.
襻,puoaahn,4\~..袢襻.
蓚,teiiaoh,2-|..苕髫.蓚蓨
貪,tauan,1/\.贪..貪
祓,fuouh,2\~.福袱.祓.複
繼,jooiih,4~~.纪继绩.骥.繼紀
脫,taouo,1/~.脱..脫
郿,moieih,2~|.眉.鹛.郿
骝,looiuh,2~~..骝.
檫,cheiah,2-|.查茶茬搽.楂槎檫.
砟,zheaaa,3-/..砟.
蝰,kiouih,2|~..睽暌喹蝰.
猱,naoaoh,2/~..猱.
缵,zoouaan,3~~..缵.纘纉
沔,muuiaan,3\\..湎渑沔.
彖,toouaahn,4~~..彖.
黻,fiiuh,2||..黻.
眢,yaouan,1/~.鸳.眢.
車,cheie,1-|...車
陳,choiehn,2~|.陈..陳
雜,zueah,2\-...雜韴
驚,jeiing,1-|.荆茎兢.菁.驚莖荊
龍,lueohng,2\-..癃.龍驡礱蠪聾
鮠,waoeih,2/~...鮠觿觽
茛,geieehn,4-|..亘茛.
蕈,xeiuuhn,4-|..蕈.馴
骀,dooaaih,4~~..骀绐.
樨,xeii,1-|.西析昔熙.熹皙醯樨菥.
昝,zaoaan,3/~..昝.
餂,tauiahn,2/\...餂
镎,naeah,2/-..镎.秅
酡,teiuoh,2-|..橐坨酡柁.駝駞
鳜,gaouiih,4/~..鳜.鱖鱥
觋,xeiih,2-|.檄.觋.騽蓆薂
礅,deaun,1-/..礅.
垆,leiuh,2-|.芦.栌垆.蘆
坻,cheiih,2-|.持.墀坻茌.馳
荇,xeiiihng,4-|.幸杏.荇.莕
扃,juoiong,1\~..扃.
磻,beao,1-/...磻
郗,chaui,1/\..郗.
阇,duiu,1\|...阇
腈,jaoing,1/~.鲸.腈.鯨
铈,shaeiih,4/-.适.舐筮铈.籂
臥,weiooh,4-|.握卧斡..臥
顱,lieuh,2|-.卢颅.鸬.顱
級,jooih,2~~.级..級
階,joiie,1~|.阶..階
顟,louaoh,2~\...顟
衖,laaoohng,4//...衖
珙,geeoong,3--..珙.
襞,boeiih,4~-.避壁臂辟.璧弼嬖襞.鸊躄鼊繴
劁,qaiiao,1/|..劁.鄡
隈,woiei,1~|..隈.
胬,noauu,3~/.努.弩胬.
纮,hooohng,2~~.红..紅纮紭紘
翙,hiouiih,4|~.贿晦.喙蟪.翙賄
茀,beioh,2-|.博勃搏.鹁.茀駮豰
荜,beiiih,4-|.蔽蓖.薜萆荜.苾鶝髲駜驆
溱,quuihn,2\\..溱.
酤,geiu,1-|.辜菇.鸪毂菰酤.蓇鴣苽轂
腳,jaoiaao,3/~.角脚狡饺..腳
記,jueiih,4\-.迹剂..計記訐
許,xueuu,3\-...許訏
錯,cauuooh,4/\...錯
鱇,kaoang,1/~...鱇
圯,yeiih,2-|.颐.圯.頤
柽,cheieng,1-|.撑.柽.赪頳
瞀,mouaaoh,4~\..瞀.
铖,chaeehng,2/-.程乘.铖.
粞,xuai,1\/.熄烯.羲粞.糦
撙,zeiuun,3-|..撙.
铊,taea,1/-..铊.
圹,keiuaahng,4-|.框.圹.
菝,beiah,2-|.拔.菝茇.軷
迴,hiouih,2|~.回蛔..迴
岙,aeaaoh,4/-..岙.
漶,huuuaahn,4\\.宦涣.浣逭漶.
缏,booiaahn,4~~..缏.緶
貊,mauooh,4/\..貘貊.
粫,uaehr,2\/...粫
徂,caauh,2//..徂.
洎,juuiih,4\\.济寄寂悸.洎.
礌,leaeei,3-/.磊..礌
膿,naoohng,2/~.脓..膿
葉,yeieeh,4-|.拽..葉
險,xoiiaan,3~|.险..險
雙,shaiuang,1/|...雙
餘,yauuh,2/\.余逾俞.觎.餘貗釪
邠,bauin,1/\...邠
邽,geiui,1-|.圭..邽
溽,ruuuuh,4\\..洳溽.
棰,cheiuih,2-|.椎捶.槌棰.菙
舭,baaii,3//.彼.舭.
艋,maaeeng,3//..艋.
靜,jeeiihng,4--.静.靓.靜
聱,eeaoh,2--.熬敖.鳌遨螯獒聱.鰲鼇
尢,weaang,1-/..尢.
藚,xeiuuh,4-|.蓄酗..藚
佾,yaiiih,4/|.亿.佚仡佾劓.鶃
蕻,heiohng,2-|..荭蕻.
狁,yaouun,3/~..狁.
绁,xooieeh,4~~..绁.
牾,waeuu,3/-.午舞.迕牾.
慝,teeeeh,4--..慝.
蜱,pioih,2|~.啤毗.罴蚍蜱.
鬘,meiahn,2-|.蔓.鞔.鬘
膚,fieu,1|-...膚
虧,kieui,1|-...虧
邊,baiian,1/|...邊邉
髮,feiaah,4-|...髮蕟
埚,geiuo,1-|..聒埚.
堙,yeiin,1-|.茵.堙.駰蒑
菥,xeii,1-|.西析昔熙.熹皙醯樨菥.
萏,deiaahn,4-|..萏.駳髧
玟,meeihn,2--..珉玟.
椟,deiuh,2-|..椟.
铗,jaeiah,2/-..铗.
颙,yiouh,2|~.愚.禺嵛蝓.顒颙
踬,zhioiih,4|~.置帜峙.蛭帙踬.跱
筚,baeiih,4/-..铋篦筚箅.篳
矻,keau,1-/..刳.矻郀
搠,sheiuooh,4-|..蒴搠.
圉,yiouu,3|~.屿.圄圉.蝺
浍,huuuiih,4\\.汇.浍.
閱,yioueeh,4|~.跃..閱躍躒
蛸,shioao,1|~..蛸.
礎,cheauu,3-/.础..礎
討,tueaao,3\-...討
鎮,zhaueehn,4/\...鎮
鮊,baoaah,4/~..鲅.鲌鮊鮁
芘,peiih,2-|..枇鼙芘埤.
萜,teiie,1-|..萜.
鄗,hueaaoh,4\-...鄗
惝,chuuaang,3\\..惝.
毵,souan,1~\.叁.毵.
鲽,daoieh,2/~..鲽.
酞,teiaaih,4-|.酞..
絕,jooueh,2~~.绝..絕絶
哚,diouoo,3|~..哚.
溷,huuuuhn,4\\.混.溷.
缞,shoouai,1~~...缞
踰,yioaoh,2|~...踰
搦,neiuooh,4-|..搦.
帻,zioeh,2|~.则.啧帻.蠌
铦,taeiaan,3/-.舔..铦
鲴,gaouuh,4/~..鲴.鯝
髫,teiiaoh,2-|..苕髫.蓚蓨
盡,joeiihn,4~-.尽..盡賮
蓋,geiaaih,4-|.概.丐.蓋葢
製,zhaeiih,4/-.制智秩稚.雉.製铚秲锧稙鴙
載,zeiaai,3-|...載
週,zhaoou,1/~.周..週
陸,loiuuh,4~|.陆..陸
醡,zheiaah,4-|.榨柞..醡
儇,xaiuan,1/|..儇.
狴,baoiih,4/~..狴.肸鮅
迮,zaeeh,2/-..笮迮箦.
鍬,qauiao,1/\...鍬鐰
趱,zeiaan,3-|..趱.
椠,qeoiaahn,4-~.堑.椠.
赟,yueun,1\-...赟贇
陔,goiai,1~|..陔.
坌,baueehn,4/\..坌.
悃,kuuuun,3\\..悃.
塍,chaoehng,2/~..塍.脭
疬,lueiih,4\-.立痢.疠疬.麜讈
麈,zhueuu,3\-.主.麈.詝
絜,jeeieh,2--...絜
脩,yaioou,3/|..牖.脩
赒,zhioou,1|~..啁.赒
埒,leieeih,4-|..埒酹.
镡,taeahn,2/-..锬镡.罈
镨,paeuu,3/-..氆镨.
骎,qooin,1~~...骎綅
骙,koouih,2~~...骙
薑,jeiiang,1-|..豇.薑
鼩,qaiuh,2/|...鼩
雰,feuen,1-\...雰
穩,waeeen,3/-.稳..穩
藴,weien,1-|...蕰藴薀
責,zeeeh,2--.责..責
鮮,xaoian,1/~.鲜..鮮鱻
鳑,paoahng,2/~..逄.鳑鰟蠭
豨,xeai,1-/.硒矽..豨礂
琚,jeeu,1--..琚.
觫,saouuh,4/~..夙觫.膆
鲦,taoiaoh,2/~.条.鲦.鰷
刳,keau,1-/..刳.矻郀
拶,zeia,1-|.匝.拶.紮
掊,peiouh,2-|..掊.
泐,luueeh,4\\..泐.
瘗,yueiih,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
雩,yeuuh,2-\..雩.
麿,mueoo,3\-...麿
檗,boeooh,4~-..擘檗.
鼂,zhioao,1|~.昭..鼂
詳,xueiahng,2\-..庠.詳
際,joiiih,4~|.际..際
褔,fuouuh,4\~.讣..褔袝祔禣
铟,yaein,1/-..氤铟.秵
聽,teiing,1-|...聽鞓聴
觸,chaouuh,4/~.处触..觸臅
靈,leuihng,2-\.零.酃.靈霝
鲏,paoi,1/~...鲏魾鮍
蒗,leiaahng,4-|..莨蒗.
魟,gaoong,1/~..觥肱.魟
遹,youuuh,4~\.预豫.鹬.預遹矞翑
攴,pieo,1|-..攴.
蝥,mouaoh,2~\.矛.蟊蝥.
茆,meiaoh,2-|.茅.髦茆.髳鶜
蓁,zheien,1-|.真斟甄.桢榛蓁.
嚆,hioao,1|~..嚆.
忮,zhuuiih,4\\.治滞窒.忮.
篌,haeouh,2/-..篌.
菧,deiii,3-|.抵.柢.菧聜軧
卺,joiiin,3~|..卺.
郫,paiih,2/|..郫.
篠,xaeiaao,3/-..筱.篠笹
複,fuouh,2\~.福袱.祓.複
該,gueai,1\-...該
貴,giouiih,4|~.贵跪.炅刿.貴瞆趹
辯,bueiaahn,4\-.变辩辨辫卞..變辯
飛,foaei,1~/.飞.妃.飛
犰,qaoiuh,2/~..犰.鰽肍觓
狳,yaouh,2/~.鱼.馀腴狳.魚魣鱮
陠,boiu,1~|...陠
蹁,pioiahn,2|~..蹁.骿
蓐,reiuuh,4-|..蓐.
稜,laeehng,2/-...稜
菃,qeiuh,2-|..蕖蘧.菃葋
埝,neiiaahn,4-|..廿埝.
蕞,zeiuiih,4-|.醉.蕞.
喈,jioie,1|~..嗟喈.
戋,jeeian,1--..戋.麉
赙,fiouuh,4|~.赋咐.蝮赙.賦
磉,seaaang,3-/..磉.
郤,qauieeh,4/\..郄.郤鐑鍥
聍,neiihng,2-|.拧柠.聍.聹
铷,raeuh,2/-..铷.
硏,yeaahn,2-/.研..硏
腘,gaouoh,2/~...腘膕
興,xaiiihng,4/|...興臖
雞,jaui,1/\...谿雞飢鐖
鬱,yeiuuh,4-|.域芋.蓣.穀鬱驈蕷
鳴,mioihng,2|~.明鸣螟.瞑暝.鳴眳眀
麥,meiaaih,4-|.卖..麥賣邁
鮟,aoan,1/~...鮟
鳈,qaouahn,2/~...鳈鰁
秾,naeohng,2/-...秾
邗,heeahn,2--..邗.
釐,leeih,2--.璃.嫠.釐
矧,shaeeen,3/-..矧.
舁,yaiuh,2/|.舆.臾舁.輿
貅,xauiu,1/\..貅.饈銝
瞇,mioi,1|~.眯.咪.瞇
骢,cooong,1~~..骢.
阼,zoiuooh,4~|..阼.
垸,yeiuaahn,4-|.苑.掾垸.
墁,meiaahn,4-|..墁.蔄
攮,neiaang,3-|..攮.
柝,teiuooh,4-|..柝.萚
梃,teiiing,3-|.挺.梃.
眚,shaeeeng,3/-..眚.
箜,kaeong,1/-..箜.
簏,laeuuh,4/-..簏.箓簬稑籙
綮,quoii,3\~.启.綮.
鲩,haouaahn,4/~..奂鲩.鯶
諡,shueiih,4\-.市..適試諡
茇,beiah,2-|.拔.菝茇.軷
摅,sheiu,1-|.枢梳蔬抒.菽摅.輸
顐,wuoeehn,4\~...顐
蜾,giouoo,3|~.果.蜾.
龂,yieaan,3|-...龂齗
臍,qaoih,2/~.脐.鳍.臍鯕鲯
膩,naoiih,4/~.腻..膩
諸,zhueu,1\-...諸
