的,daihe,5/|.的..
谰,luoran,2\~.谰.褴.襕襽
孬,neawao,1-/..孬.
伥,chaiwang,1/|..伥.
谇,suoyui,4\~..谇.禭
鄄,jeiyuan,4-|..鄄.
狎,xaoria,2/~.狭.狎.
闫,yuiran,2\|.阎.闫.
滟,yuyan,4\\.宴.滟.
齑,juewi,1\-..齑.韲齏
遒,quariu,2\/.酋.遒.
磔,zheare,2-/..磔.詟
聃,deiwan,1-|.担耽.聃.酖聸
綦,qeiri,2-|.其棋.耆芪圻蕲綦萁.碁軙騎鬐
鲡,laori,2/~.狸.鲡.鯏鱺
蔻,keiyou,4-|.扣.蔻.蔲鷇
泠,luring,2\\..泠.
砗,cheawe,1-/..砗.
钕,nyaevu,3/-..钕.
镫,daeyeng,4/-..镫.
菹,zeiwu,1-|..菹.
胂,shaoyen,4/~..胂.
煅,duayuan,4\/.断.煅.
煸,buawian,1\/..煸.
螯,erao,2--.熬敖.鳌遨螯獒聱.鰲鼇
躅,zhioru,2|~..躅.蠋蠾鸀
鲠,gaoveng,3/~..鲠.鯁
佥,qauwian,1/\..佥.鉛鈆
罘,fioru,2|~.幅.蝠蚨罘蜉幞.
嶝,dioyeng,4|~.瞪.嶝.
適,shueyi,4\-.市..適試諡
坨,teiruo,2-|..橐坨酡柁.駝駞
菽,sheiwu,1-|.枢梳蔬抒.菽摅.輸
哞,miowou,1|~..哞.
徜,charang,2//..徜.
慊,quyian,4\\..慊.
洳,ruyu,4\\..洳溽.
渑,muvian,3\\..湎渑沔.
灞,buya,4\\..灞.
盍,heire,2-|.核荷菏.盍翮.鞨麧覈
钋,paewo,1/-..钋.
鸫,deowong,1-~.东.鸫.
踯,zhiori,2|~..踯跖.蹠
縻,mueri,2\-.靡糜.麋縻.詸
萘,neiyai,4-|..萘柰.
褫,chuovi,3\~..褫.
羰,tuawang,1\/..羰.
腦,naovao,3/~.脑..腦脳
俅,qairiu,2/|..俅.
芤,keiwou,1-|.抠.芤.
隳,hoiwui,1~|..隳.
洮,turao,2\\.淘.洮.
胼,paorian,2/~..胼.
罴,piori,2|~.啤毗.罴蚍蜱.
镛,yaewong,1/-..镛.
怛,dura,2\\..怛.
芊,qeiwian,1-|.扦.芊.遷藖韆
啉,liorin,2|~..嶙啉瞵.
噌,cioweng,1|~..噌.
嫱,qoariang,2~/..嫱.
绲,govun,3~~..绲.緄
膻,shaowan,1/~.删.膻.鯅
焐,wuayu,4\/..焐.
裡,luovi,3\~.礼..裡禮
葎,lyeiyu,4-|...葎
亓,qeri,2--..琪琦亓.
倮,laivuo,3/|..倮.躶
莼,cheirun,2-|.醇.莼.醕
蘅,heireng,2-|.横.桁蘅.
嘞,liohei,5|~..嘞.
缒,zhoyui,4~~.缀.缒.縋綴
镆,maeyo,4/-..秣镆.
網,wovang,3~~...網
伧,caiwang,1/|..伧.
荏,reiven,3-|..荏.
唳,lioyi,4|~..蛎詈跞唳呖.蠣
檩,leivin,3-|..檩.
鸶,sowi,1~~.丝.鸶缌.絲鷥緦
蚬,xiovian,3|~.显.蚬跣.顯蜆顕
骱,jioyie,4|~.界.蚧骱.蛶
蘖,neiyie,4-|.聂孽.颞蘖.菍糵顳苶聶
澍,shuyu,4\\.漱.澍沭.
韫,yeyun,4--.运.韫.
颎,jaoviong,3/~...颎
嘏,geivu,3-|.古鼓贾.嘏瞽.盬糓
垡,faira,2/|.伐.垡.
腚,daoying,4/~..腚.饤
焯,chuawao,1\/..焯.
繻,xowu,1~~...繻
怙,huyu,4\\.沪.怙.
羧,suawuo,1\/..羧.
鼙,peiri,2-|..枇鼙芘埤.
倥,kaiwong,1/|..倥.躻
亳,buero,2\-..亳.
艽,jeiwiao,1-|.教蕉椒.艽茭.萩轇驕
荠,jeiyi,4-|.技蓟.髻芰荠.繫蟿繋驥
昴,miovao,3|~..峁昴.
舨,bavan,3//..舨.
魈,xaiwiao,1/|..魈.翛
醣,teirang,2-|.塘搪.醣樘.
枵,xeiwiao,1-|.萧.枵.虈
粜,toiyiao,4~|..粜.
甙,deyai,4--..玳甙.
珲,hewui,1--..珲.
杓,beiwiao,1-|.标.杓髟.藨
楸,qeiwiu,1-|..楸.趥鞧鞦
楦,xeiyuan,4-|..楦.蔙駨
疃,tiovuan,3|~..疃.
蛏,chioweng,1|~..瞠蛏.
蠛,mioyie,4|~..蠛.
髌,bioyin,4|~..髌.髕
茔,yeiring,2-|.营莹荧萤.萦楹茔蓥.藀
臨,leirin,2-|.林..臨驎
诼,zhuoruo,2\~..诼.
嬖,boeyi,4~-.避壁臂辟.璧弼嬖襞.鸊躄鼊繴
耒,levei,3--..耒.
蜣,qiowiang,1|~.呛.跄蜣.蹌蹡
笄,jaewi,1/-.积稽箕.嵇犄笄.積稘
跣,xiovian,3|~.显.蚬跣.顯蜆顕
钣,baevan,3/-..钣.
戆,gueyang,4\-..戆.
蜉,fioru,2|~.幅.蝠蚨罘蜉幞.
喾,kuyu,4\\..喾.
铍,paeri,2/-..铍.篺
陉,xoiring,2~|..陉.
薹,teirai,2-|.抬.薹.臺菭
肷,qaovian,3/~..肷.
岵,hioyu,4|~..岵.
瓴,lauring,2/\..翎瓴.鸰鈴鴒
荽,seiwui,1-|..荽.鞖
怫,fuyei,4\\.沸.怫.
钭,taevou,3/-..钭.
窀,zhuwun,1\\..窀.
缯,zoweng,1~~..缯.繒
倬,zhaiwuo,1/|..倬.
摭,zheiri,2-|.直职执植.摭絷埴.職
帔,pioyei,4|~..帔.
楝,leiyian,4-|..楝.
痱,fueyei,4\-.废.痱.
蚶,hiowan,1|~..蚶.
螬,ciorao,2|~..嘈螬.
髑,dioru,2|~..黩髑.
紅,horong,2~~.红..紅纮紭紘
鼗,taurao,2/\.逃.鼗.鋾
狷,jaoyuan,4/~..狷.
殛,jeari,2-/..殛.
裉,kuoyen,4\~..裉.
粝,luayi,4\/.粒.粝.
萋,qeiwi,1-|.期欺栖.萋桤.
葭,jeiwia,1-|.嘉挟枷.葭.
衽,ruoyen,4\~.认.衽.袵讱
鳢,laovi,3/~.鲤.鳢.鱧
傧,baiwin,1/|..傧.
喁,yiorong,2|~..喁.
嫘,loarei,2~/..嫘.
罟,giovu,3|~.骨蛊.鹘罟.
钌,laeviao,3/-..钌.
裼,tuoyi,4\~..裼.
愦,kuyui,4\\.溃愧.愦.
蝽,chiowun,1|~..蝽.
雖,siowui,1|~.虽.睢眭.雖
锗,zhaeve,3/-.锗..
衿,juowin,1\~.襟.衿.
粢,zuewi,1\-.资姿咨.粢.資秶諮
醵,jeiyu,4-|.据聚拒.苣醵.
跫,qeiriong,2-|..邛蛩跫茕.蛬藑赹
鐾,boeyei,4~-..鐾.
廛,chueran,2\-..廛.鄽
墉,yeiwong,1-|.拥.墉.
哌,pioyai,4|~..哌.
輕,qeiwing,1-|...輕
扦,qeiwian,1-|.扦.芊.遷藖韆
堇,jeivin,3-|..槿堇.緊菫蓳
婧,joaying,4~/..婧.
暌,kiorui,2|~..睽暌喹蝰.
罱,liovan,3|~..罱.
镞,zaeru,2/-..镞.箤稡
蹰,chioru,2|~.躇.蜍蹰.
陟,zhoiyi,4~|..陟骘.隲
鳔,baoyiao,4/~..鳔.
脘,waovan,3/~..脘.盌
臟,zaoyang,4/~...臟臓
岿,kiowui,1|~.岿..闚
侔,mairou,2/|..侔.
郾,yeivan,3-|.掩.郾.菴酀鶠
唿,hiowu,1|~.呼.唿.
砹,eayai,4-/.碍.砹.礙
疴,kuewe,1\-..颏疴.頦
麸,fewu,1--.夫.麸.
薨,heiwong,1-|..薨.軣轟
綝,chowen,1~~...綝
滁,churu,2\\.滁..
偾,faiyen,4/|.份.偾.
拊,feivu,3-|.抚甫.拊.輔郙
撺,ceiwuan,1-|..撺.
呒,fiovu,3|~..呒.
狯,kaoyuai,4/~..脍狯.鲙
猢,haoru,2/~.狐.斛猢.魱
椁,geivuo,3-|..椁.菓
榱,ceiwui,1-|.摧.榱.
罾,zioweng,1|~..罾.
铳,chaeyong,4/-..铳.
裎,chuoreng,2\~.诚.裎.
鳚,waoyei,4/~..猬.鳚鮇
眦,zioyi,4|~..眦.
璎,yewing,1--..瑛璎.
認,rueyen,4\-...認訒
崞,giowuo,1|~..蝈崞呙.
缇,tori,2~~..缇绨.綈緹
蝣,yiorou,2|~.由邮.蝣蚰.蚘
萑,heiruan,2-|.桓.萑鬟.轘萈
狲,saowun,1/~..飧狲.
缱,qovian,3~~..缱.
晷,giovui,3|~..晷.
冼,xuevian,3\-..冼.
痧,shuewa,1\-..痧.
統,tovong,3~~.统..統綂
蕖,qeiru,2-|..蕖蘧.菃葋
狍,paorao,2/~..狍.褜
憷,chuyu,4\\..怵憷.
锛,baewen,1/-..锛.
窨,xuwun,1\\..窨.
袼,guowe,1\~..袼.
帏,wiorei,2|~.围唯.帷嵬帏.
儋,daiwan,1/|..儋.躭
绨,tori,2~~..缇绨.綈緹
疠,lueyi,4\-.立痢.疠疬.麜讈
蘩,feiran,2-|.樊.蘩.蠜薠
嵝,liovou,3|~..嵝.
庀,puevi,3\-.痞.癖庀.
汜,suyi,4\\..泗汜.
炅,gioyui,4|~.贵跪.炅刿.貴瞆趹
煳,huaru,2\/.糊.煳.
泶,xurue,2\\.学穴.泶.鸴
瓠,heayu,4-/..瓠.綔
窳,yuvu,3\\.宇.窳.
虮,jiovi,3|~..虮.
蚰,yiorou,2|~.由邮.蝣蚰.蚘
邰,tourai,2~\.台.邰炱.
苊,eiye,4-|.恶扼.噩萼垩苊.蕚軛蘁
砀,deayang,4-/..砀.碭礑
捩,leiyie,4-|..趔鬣捩.鬛茢
蹉,ciowuo,1|~..蹉.
莪,eire,2-|..莪.
螽,zhaowong,1/~..螽.
覺,jaiyiao,4/|...覺
蘼,meiri,2-|.醚.蘼.醿蒾醾
槔,geiwao,1-|..槔.
曛,xiowun,1|~.勋.曛.矄
蛲,niorao,2|~..呶蛲.蟯
鹾,cieruo,2|-..鹾.虘
隹,zhaiwui,1/|.追.隹.
犸,maova,3/~..犸.
衄,nyaiyu,4/|..衄.衂
觀,geiwuan,1-|.棺.莞.觀蒄
轉,zheivuan,3-|...轉転
銎,qeiwiong,1-|..銎.
泫,xuyuan,4\\..渲泫.
玢,bewin,1--..玢.
辊,geovun,3-~.辊..
瞋,tiorian,2|~.田.畋.瞋鴫
墀,cheiri,2-|.持.墀坻茌.馳
酐,geiwan,1-|.甘杆柑.苷酐坩.
隱,yoivin,3~|.隐..隱
堞,deirie,2-|..堞耋垤揲.耊镻
尥,leayiao,4-/..尥.
嚯,hioyuo,4|~..蠖嚯.
猗,yaowi,1/~..猗.
逑,qeiriu,2-|.求.裘逑.
逯,loeyu,4~-.录.逯.盝
硖,xearia,2-/..硖.
噻,siowai,1|~..噻.
嵛,yioru,2|~.愚.禺嵛蝓.顒颙
畀,bioyi,4|~..跸哔畀睥髀.閉閟蜌罼赑
運,yuoyun,4\~..郓.運
鲃,baowa,1/~...鲃
偬,zaivong,3/|..偬.
鄞,yeirin,2-|..垠鄞.鷣
呖,lioyi,4|~..蛎詈跞唳呖.蠣
溧,luyi,4\\.沥.溧.
嬲,nioviao,3|~..嬲.
肭,naoya,4/~..肭.
鹈,tuari,2\/..鹈.
鹱,haoyu,4/~..鹱.鱯鳠
窭,juyu,4\\.惧.窭.
黧,laeri,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
谵,zhuowan,1\~..谵.
沆,huyang,4\\..沆.
嫒,oayai,4~/..嫒.
塬,yeiruan,2-|.援袁垣.芫塬橼.薗
缣,jowian,1~~.缄.缣.
篯,jaewian,1/-.笺.犍.篯钘箋
酃,leuring,2-\.零.酃.靈霝
喱,liori,2|~..罹蜊喱.
泔,guwan,1\\..泔.
溘,kuye,4\\.客.恪溘.
迕,waevu,3/-.午舞.迕牾.
肀,yoeyu,4~-..聿熨鬻肀.
秫,shaeru,2/-..秫.
裣,luovian,3\~..裣.
铋,baeyi,4/-..铋篦筚箅.篳
蒌,leirou,2-|.楼.蒌.蔞鞻
曩,niovang,3|~..曩.
赀,ziewi,1|-..龇赀訾觜.貲齜
箪,daewan,1/-..箪.簞
朊,raovuan,3/~..朊.
鳙,yaowong,1/~.臃.鳙.
仫,maiyu,4/|..仫.
钎,qaewian,1/-.千签迁铅钎..籤箞簽
芑,qeivi,3-|.起.杞芑.
胙,zaoyuo,4/~..胙.
盱,xiowu,1|~.嘘.盱.
糇,huarou,2\/..糇.
挹,yeiyi,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
捭,beivai,3-|.摆柏.捭.
悱,fuvei,3\\..悱.
鬟,heiruan,2-|.桓.萑鬟.轘萈
緩,hovuan,3~~.缓..緩
請,queving,3\-...請
崤,xioriao,2|~..崤.
澶,churan,2\\..潺澶.
甾,zowai,1~~..甾.
欹,yeawi,1-/.医.欹.醫鷖
瞽,geivu,3-|.古鼓贾.嘏瞽.盬糓
钇,yaevi,3/-..钇.锜笖
鹪,jaiwiao,1/|.焦.鹪僬.鷦
鞔,meiran,2-|.蔓.鞔.鬘
缡,lori,2~~..蠡骊缡.盠
铯,saeye,4/-..穑铯.穯
鲚,jaoyi,4/~.祭.鲫鲚.鯚鯽鰿
組,zovu,3~~.组..組
嘬,chioyuai,4|~..踹嘬.
庹,tuevuo,3\-..庹.
渖,shuven,3\\.审沈.渖.
湔,juwian,1\\..湔.
玎,dewing,1--..玎.
锜,yaevi,3/-..钇.锜笖
锊,laeyue,4/-..锊.
舾,xawi,1//..舾.
籼,xuawian,1\/..籼.
阊,chuiwang,1\|..阊.
祕,buoyi,4\~.必.裨.祕禆邲诐袐鴓
猊,naori,2/~..猊鲵.
燹,xeavian,3-/..燹.
葑,feiweng,1-|.封枫.葑.
蓼,leiviao,3-|..蓼.
幛,zhioyang,4|~.帐账.嶂幛.瞕
岣,giovou,3|~..岣.
浼,muvei,3\\..浼.
甯,nuring,2\\..甯.
瑷,eyai,4--..瑷.
敫,jaiviao,3/|.侥.佼皎敫.
钔,maeren,2/-..钔.
钫,faewang,1/-..钫.
锼,saewou,1/-..锼.
锿,aewai,1/-..锿.
癔,yueyi,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
穸,xuwi,1\\.惜溪汐.淅浠穸.窸鸂
褊,buovian,3\~.扁.褊.
蚍,piori,2|~.啤毗.罴蚍蜱.
篦,baeyi,4/-..铋篦筚箅.篳
麇,juewun,1\-..麇.麕麏
樘,teirang,2-|.塘搪.醣樘.
钯,baeva,3/-..钯.
禇,chuovu,3\~..褚.禇
铒,aever,3/-..铒.
續,xoyu,4~~.续绪..續緒
莩,feiru,2-|.扶拂.芙苻茯菔莩桴.葍輻
嵯,cioruo,2|~..嵯.
逭,huyuan,4\\.宦涣.浣逭漶.
遄,chioruan,2|~..遄.
戗,qauwiang,1/\..戗.鎗錆鏘鸧
睃,siowuo,1|~.唆.嗦嗍睃.
鮈,jaowu,1/~.狙..鮈臄
瀣,xuyie,4\\.泄懈泻.瀣渫.
皴,couwun,1~\..皴.
泮,puyan,4\\..泮.
轫,reoyen,4-~..轫.
褰,quwian,1\\..骞悭褰搴.騫
炱,tourai,2~\.台.邰炱.
醍,teiri,2-|.提.醍荑.趧騠蕛
锱,zaewi,1/-..锱.镃
篁,haeruang,2/-.簧.篁.锽
葚,reiyen,4-|..葚.靭靱軔
難,neiran,2-|.南.楠.難
矇,mioveng,3|~..蠓蜢.矇
驽,noaru,2~/.奴.驽孥.砮
辚,leorin,2-~..辚.
睥,bioyi,4|~..跸哔畀睥髀.閉閟蜌罼赑
鸺,xaiwiu,1/|.修休.鸺.鵂
筇,qaeriong,2/-..筇.
戥,dioveng,3|~..戥.
髀,bioyi,4|~..跸哔畀睥髀.閉閟蜌罼赑
驺,zowou,1~~..驺.緅
頸,jeoving,3-~...頸
哙,kioyuai,4|~..哙.
濞,buyi,4\\.泌.愎濞滗.
逄,paorang,2/~..逄.鳑鰟蠭
桤,qeiwi,1-|.期欺栖.萋桤.
攵,faevan,3/-..攵.
炻,shuari,2\/..炻.
磙,geavun,3-/..磙.
疳,guewan,1\-..疳.
醭,beiru,2-|..醭.
鳇,haoruang,2/~.凰.鳇.鰉
鹮,hioruan,2|~..圜.鹮瞏
迓,yeoya,4-~.轧.迓.
眇,mioviao,3|~..淼眇.
楮,cheivu,3-|.楚.杵楮.
砜,feaweng,1-/..砜.碸
謝,xueyie,4\-..亵燮廨.謝
離,lueri,2\-.离..離謧
約,yowue,1~~.约..約
菘,seiwong,1-|.松.菘.
馇,zhaoha,5/~..馇.
栌,leiru,2-|.芦.栌垆.蘆
醐,heiru,2-|.胡壶葫.鹕槲觳醐.縠
唢,siovuo,3|~..唢.
獍,jaoying,4/~..胫獍.脛
殳,shaowu,1/~..殳.
仡,yaiyi,4/|.亿.佚仡佾劓.鶃
軟,reivuan,3-|...軟
刿,gioyui,4|~.贵跪.炅刿.貴瞆趹
葜,qeiwia,1-|.掐.葜.
薅,heiwao,1-|..蒿薅.
湓,puren,2\\..湓.
搴,quwian,1\\..骞悭褰搴.騫
尕,goava,3~/..尕.
磴,deayeng,4-/..磴.
锝,daere,2/-..锝.
镅,maerei,2/-..镅.
艚,carao,2//..艚.
殄,teavian,3-/..殄.
暝,mioring,2|~.明鸣螟.瞑暝.鳴眳眀
祢,muori,2\~.谜.祢.罙禰
豉,cheivi,3-|.耻.豉.
垴,neivao,3-|..垴.
維,worei,2~~.维..維
瓿,bueyu,4\-.部.瓿.
煺,tuayui,4\/..煺.
蟥,hioruang,2|~.蝗.蟥.
蹀,diorie,2|~.蝶.喋蹀.蜨眣
門,mioren,2|~...門
黼,fivu,3||..黼.
氙,xaewian,1/-.先锨.氙.
铑,laevao,3/-..铑.
積,jaewi,1/-.积稽箕.嵇犄笄.積稘
線,xoyian,4~~.线..線
蒡,beiyang,4-|.棒.蒡.
杪,meiviao,3-|.藐.杪.
肜,raorong,2/~..肜狨.
膂,lyuevu,3\-.旅.膂.
砬,leara,2-/..砬.
硭,mearang,2-/..硭.
酽,yeiyan,4-|.燕堰.酽.驗醼
踟,chiori,2|~..踟.
鲷,daowiao,1/~.雕.鲷.鵰鯛颩
蒴,sheiyuo,4-|..蒴搠.
藁,geivao,3-|.搞.槁藁.菒藳
猡,laoruo,2/~..猡脶.
旒,lueriu,2\-.刘瘤.旒.
硇,nearao,2-/..硇.
锍,laeviu,3/-..锍.
鞲,geiwou,1-|..枸鞲.
哿,goave,3~/..哿.
皤,pairo,2/|..皤.
哏,gioren,2|~..哏.
殍,peaviao,3-/..殍.
漯,luyuo,4\\.洛.漯泺.
確,qeayue,4-/.确..確
織,zhowi,1~~.织..織
連,leirian,2-|.联莲..連蓮聯鬑聫
谂,shuoven,3\~..谂.谉邥
跶,diora,2|~...跶
橥,zhaowu,1/~.猪.橥.
镬,haeyuo,4/-..镬.
鸲,qaoru,2/~..劬朐鸲.臒胊臞
姝,shoawu,1~/..姝.
茭,jeiwiao,1-|.教蕉椒.艽茭.萩轇驕
窆,buvian,3\\..窆.
髟,beiwiao,1-|.标.杓髟.藨
畋,tiorian,2|~.田.畋.瞋鴫
溏,turang,2\\..溏.
鲔,waovei,3/~..猥鲔.頠鮪
顯,xiovian,3|~.显.蚬跣.顯蜆顕
喹,kiorui,2|~..睽暌喹蝰.
紹,shoyao,4~~.绍..紹
吣,qioyin,4|~..吣.
羼,choeyan,4~-..羼.
缧,lorei,2~~..缧.
窬,yuru,2\\.渔愉渝.窬.
骘,zhoiyi,4~|..陟骘.隲
赉,leuyai,4-\..赉.
镓,jaewia,1/-..笳镓.筴
邳,peawi,1-/.砒.丕邳.
璩,qeru,2--..璩.
鸸,earer,2-/.而.鸸.
涠,wurei,2\\.惟潍.涠沩.
溲,suwou,1\\..溲.
孥,noaru,2~/.奴.驽孥.砮
敉,muavi,3\/.米.敉.粎
筌,qaeruan,2/-..铨筌.
義,yuayi,4\/.义益.熠.義鷁
衛,wayei,4//...衛讏躛
響,xoviang,3~~..飨.響
蹓,liowiu,1|~...蹓
垓,geiwai,1-|..垓.荄
苒,reivan,3-|..苒.
荸,beiri,2-|..荸.
甓,poeyi,4~-.屁譬.甓.鷿
锪,haewuo,1/-..锪.
镄,faeyei,4/-..镄.笰
脔,lueruan,2\-.挛峦孪.鸾銮栾脔娈.鑾
艟,chawong,1//..艟.衝
選,xoevuan,3~-...選
達,deira,2-|..鞑靼.達荅荙
眬,liorong,2|~.咙..眬躘
彘,zhoyi,4~~..彘.紩緻
檠,qeiring,2-|.擎.檠.
胩,kaova,3/~..胩.
旄,muerao,2\-..旄.
祆,xuowian,1\~..祆.
伛,yaivu,3/|.禹.俣伛.與
鲥,shaori,2/~.蚀.鲥.
荦,leiyuo,4-|.落.摞荦.茖
暾,tiowun,1|~..暾.
脈,maoyai,4/~.脉..脈
納,noya,4~~.纳..納
缌,sowi,1~~.丝.鸶缌.絲鷥緦
飏,yaorang,2/~...飏颺
锞,kaeye,4/-..氪锞.
趵,bioyao,4|~.暴.趵.
跖,zhiori,2|~..踯跖.蹠
跬,kiovui,3|~..跬.蹞
僬,jaiwiao,1/|.焦.鹪僬.鷦
皲,juowun,1\~.军.皲.軍袀
翥,zheiyu,4-|.著柱.杼苎翥.苧駐
祎,yuowi,1\~...祎袆
貢,geiyong,4-|.共贡..貢
習,xouri,2~\.习..習
閉,bioyi,4|~..跸哔畀睥髀.閉閟蜌罼赑
芴,weiyu,4-|.坞.芴杌.靰
菰,geiwu,1-|.辜菇.鸪毂菰酤.蓇鴣苽轂
眙,yiori,2|~.遗.咦贻眙嶷.遺貤貽
锓,qaevin,3/-..锓.笉
訾,ziewi,1|-..龇赀訾觜.貲齜
莳,sheiri,2-|.十拾.莳埘.辻
菪,deiyang,4-|.荡档.菪.趤
槠,zheiwu,1-|.株.茱槠.藷
榍,xeiyie,4-|.械.榭榍薤.薢
俜,paiwing,1/|.乒.俜.
觚,gaowu,1/~..觚.
撄,yeiwing,1-|.英樱.莺撄.
嵫,ziowi,1|~.吱.嵫.
桴,feiru,2-|.扶拂.芙苻茯菔莩桴.葍輻
晡,biowu,1|~.哺.晡.
爨,caiyuan,4/|..爨.
悫,qeiyue,4-|.却鹊榷.悫.鵲
锇,aere,2/-.鹅.锇.鵝
锖,qaewiang,1/-..锵锖镪.篬
锘,naeyuo,4/-..锘.稬
蝾,riorong,2|~..嵘蝾.
糌,zuawan,1\/..糌.
柙,xeiria,2-|.匣.柙.
滹,huwu,1\\..惚滹.
睚,yiora,2|~.崖蚜.睚岈.
辦,bueyan,4\-.瓣..辦
莨,leiyang,4-|..莨蒗.
尻,koewao,1~-..尻.
罨,yiovan,3|~.眼.罨.蝘
锔,jaewu,1/-.锯.锔.
筲,shaewao,1/-.稍.筲.
妣,boavi,3~/..妣.
砘,deayun,4-/..砘.
谳,yuoyan,4\~.谚.谳.
钽,taevan,3/-.毯.钽.
鈤,rauyi,4/\...鈤
脹,zhaoyang,4/~.胀..脹
遺,yiori,2|~.遗.咦贻眙嶷.遺貤貽
鄹,zeiwou,1-|..鄹.菆
菡,heiyan,4-|.翰撼捍.菡.
崦,yiowan,1|~..崦.閹
狺,yaorin,2/~..夤狺.
杌,weiyu,4-|.坞.芴杌.靰
秭,zaevi,3/-..笫秭.
舯,zhawong,1//..舯.
豇,jeiwiang,1-|..豇.薑
鲵,naori,2/~..猊鲵.
蘧,qeiru,2-|..蕖蘧.菃葋
阚,kuiyan,4\|..阚.
悝,kuwui,1\\.窥.悝.
铌,naeri,2/-..铌.
預,youyu,4~\.预豫.鹬.預遹矞翑
缑,gowou,1~~..缑.緱
瑗,yeyuan,4--..瑗.
椹,sheiyen,4-|.甚.椹.腎
旰,gioyan,4|~..旰.
魆,xaiwu,1/|...魆魖
蓍,sheiwi,1-|..蓍.邿葹
蕹,weiyeng,4-|..蕹.
岜,biowa,1|~.叭.岜.
钐,shaewan,1/-..钐.
锬,taeran,2/-..锬镡.罈
镪,qaewiang,1/-..锵锖镪.篬
绡,xowiao,1~~..骁绡.
檎,qeirin,2-|.勤擒芹.芩檎.菦
穀,yeiyu,4-|.域芋.蓣.穀鬱驈蕷
茕,qeiriong,2-|..邛蛩跫茕.蛬藑赹
話,hueyua,4\-...話
縮,sowuo,1~~.缩..縮
顧,guoyu,4\~.雇..顧祻
荈,cheivuan,3-|...荈
侉,kaivua,3/|..侉.
渫,xuyie,4\\.泄懈泻.瀣渫.
辂,leoyu,4-~..辘辂.
欷,xauwi,1/\.希悉.兮奚翕欷.錫豀鏭鑴翖
轾,zheoyi,4-~.至致.郅轾.
麴,qeiwu,1-|.趋.麴.趨驅麯
戢,jiori,2|~..岌嵴戢.蹐踖蝍
趼,jiovian,3|~..睑趼囝.瞼
誤,wueyu,4\-..痦.誤
芈,mievi,3|-..芈.
苈,leiyi,4-|.丽莉吏栗荔.栎莅郦枥苈坜.麗隸蒞苙藶赲
缍,dovuo,3~~..缍.
歃,shaeya,4/-..歃.
燠,yuayu,4\/..煜燠.
耜,seyi,4--..耜.
顸,hewan,1--..顸.
蚵,iore,2|~.峨蛾.蚵.睋
哓,xiowiao,1|~.哮嚣.哓.鸮蟂鴞
澌,suwi,1\\..澌.
郜,gaeyao,4/-.告.锆郜.
徼,javiao,3//..徼.
籀,zhaeyou,4/-..籀.籒
陬,zoiwou,1~|..陬.
蕤,reirui,2-|..蕤.
叻,lioye,4|~..叻.
猞,shaowe,1/~..猞.
洇,yuwin,1\\..洇.
锎,kaewai,1/-..锎.
舳,zharu,2//..舳.
缋,hoyui,4~~.绘.缋.
镗,taewang,1/-..镗.
褙,buoyei,4\~.被.褙.
耋,deirie,2-|..堞耋垤揲.耊镻
聬,weiveng,3-|..蓊.聬
鳡,gaovan,3/~...鳡鱤
鲌,baoya,4/~..鲅.鲌鮊鮁
鰽,qaoriu,2/~..犰.鰽肍觓
筆,baevi,3/-.笔.秕.筆
簡,jaevian,3/-.简.锏笕.簡
計,jueyi,4\-.迹剂..計記訐
語,yuevu,3\-..庾瘐.語
謂,wueyei,4\-...謂
袴,kuoyu,4\~.裤..袴褲
巯,qouriu,2~\..巯.
吖,iowa,1|~..吖.
猁,laoyi,4/~..猁.脷
桷,jeirue,2-|.掘抉攫.蕨橛桷.蕝芵
砼,tearong,2-/..砼.
锾,haeruan,2/-..锾.镮
颟,meiwan,1-|..颟.
跽,jioyi,4|~..觊跽哜.罽蹟跡
悛,quwuan,1\\..悛.
桕,jeiyiu,4-|.救.柩桕.舊
艨,mareng,2//..艨.
颡,souvang,3~\..颡.
髹,xeiwiu,1-|..髹.髤
桫,seiwuo,1-|.梭蓑.桫.髿
鬆,seiyong,4-|...鬆
練,loyian,4~~.练..練
總,zovong,3~~...總縂
膽,daovan,3/~.胆..膽
貝,bioyei,4|~.贝..貝骳
葸,xeivi,3-|.喜.葸蓰.
屣,xoevi,3~-..屣.
獒,erao,2--.熬敖.鳌遨螯獒聱.鰲鼇
瘌,lueya,4\-.辣.瘌.
佴,aiyer,4/|..佴.
锫,paerei,2/-..锫.
隰,xoiri,2~|..隰.
醌,keiwun,1-|.坤.髡醌.髠
萬,weiyan,4-|...萬輐
矯,jaeviao,3/-.矫铰..矯筊
鰕,xaowia,1/~...鰕
岽,diowong,1|~..咚岽.蝀
昃,zioye,4|~..昃.
螓,qiorin,2|~..噙嗪螓.蠄
垧,sheivang,3-|..垧.
廨,xueyie,4\-..亵燮廨.謝
骺,hiorou,2|~.喉.骺.睺
黥,qioring,2|~.晴.黥.
豳,biewin,1|-..豳.
議,yueyi,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
絡,loyuo,4~~.络骆..絡
護,hueyu,4\-..冱.護
釋,shauyi,4/\.释.弑.釋鉃鈰飾
隨,soirui,2~|.随隋..隨
